Image Name,Number,Gender,Hand,Finger
577__M_Left_index_finger.BMP,577,M,Left,index
111__M_Left_little_finger.BMP,111,M,Left,little
507__M_Left_thumb_finger.BMP,507,M,Left,thumb
452__F_Left_middle_finger.BMP,452,F,Left,middle
417__M_Left_index_finger.BMP,417,M,Left,index
20__M_Right_index_finger.BMP,20,M,Right,index
62__M_Right_little_finger.BMP,62,M,Right,little
65__M_Right_little_finger.BMP,65,M,Right,little
431__M_Left_little_finger.BMP,431,M,Left,little
316__M_Right_index_finger.BMP,316,M,Right,index
508__F_Right_index_finger.BMP,508,F,Right,index
34__M_Right_thumb_finger.BMP,34,M,Right,thumb
383__M_Left_thumb_finger.BMP,383,M,Left,thumb
452__F_Left_thumb_finger.BMP,452,F,Left,thumb
312__M_Right_middle_finger.BMP,312,M,Right,middle
537__M_Left_thumb_finger.BMP,537,M,Left,thumb
49__M_Right_little_finger.BMP,49,M,Right,little
520__M_Left_index_finger.BMP,520,M,Left,index
268__M_Left_little_finger.BMP,268,M,Left,little
206__M_Left_index_finger.BMP,206,M,Left,index
468__F_Left_index_finger.BMP,468,F,Left,index
4__M_Left_ring_finger.BMP,4,M,Left,ring
67__F_Left_ring_finger.BMP,67,F,Left,ring
516__M_Left_thumb_finger.BMP,516,M,Left,thumb
419__F_Right_thumb_finger.BMP,419,F,Right,thumb
145__M_Left_middle_finger.BMP,145,M,Left,middle
240__F_Right_thumb_finger.BMP,240,F,Right,thumb
245__M_Right_thumb_finger.BMP,245,M,Right,thumb
586__M_Left_little_finger.BMP,586,M,Left,little
171__M_Left_thumb_finger.BMP,171,M,Left,thumb
599__M_Left_ring_finger.BMP,599,M,Left,ring
286__M_Right_thumb_finger.BMP,286,M,Right,thumb
551__F_Right_thumb_finger.BMP,551,F,Right,thumb
228__M_Left_little_finger.BMP,228,M,Left,little
141__F_Right_middle_finger.BMP,141,F,Right,middle
555__M_Left_index_finger.BMP,555,M,Left,index
18__M_Right_ring_finger.BMP,18,M,Right,ring
55__M_Right_ring_finger.BMP,55,M,Right,ring
547__M_Right_thumb_finger.BMP,547,M,Right,thumb
461__F_Left_ring_finger.BMP,461,F,Left,ring
246__M_Left_index_finger.BMP,246,M,Left,index
391__M_Left_little_finger.BMP,391,M,Left,little
68__M_Right_middle_finger.BMP,68,M,Right,middle
292__M_Left_middle_finger.BMP,292,M,Left,middle
408__M_Left_ring_finger.BMP,408,M,Left,ring
182__M_Right_little_finger.BMP,182,M,Right,little
256__M_Left_thumb_finger.BMP,256,M,Left,thumb
211__M_Right_ring_finger.BMP,211,M,Right,ring
313__M_Left_little_finger.BMP,313,M,Left,little
550__F_Right_little_finger.BMP,550,F,Right,little
211__M_Left_index_finger.BMP,211,M,Left,index
509__M_Right_thumb_finger.BMP,509,M,Right,thumb
281__M_Right_little_finger.BMP,281,M,Right,little
155__M_Left_little_finger.BMP,155,M,Left,little
476__M_Right_thumb_finger.BMP,476,M,Right,thumb
486__M_Left_index_finger.BMP,486,M,Left,index
36__M_Right_thumb_finger.BMP,36,M,Right,thumb
265__M_Left_thumb_finger.BMP,265,M,Left,thumb
417__M_Left_little_finger.BMP,417,M,Left,little
468__F_Left_middle_finger.BMP,468,F,Left,middle
531__M_Right_little_finger.BMP,531,M,Right,little
428__M_Right_index_finger.BMP,428,M,Right,index
106__M_Left_little_finger.BMP,106,M,Left,little
233__M_Left_index_finger.BMP,233,M,Left,index
433__M_Left_thumb_finger.BMP,433,M,Left,thumb
392__M_Right_ring_finger.BMP,392,M,Right,ring
176__M_Right_little_finger.BMP,176,M,Right,little
247__M_Left_ring_finger.BMP,247,M,Left,ring
178__M_Right_middle_finger.BMP,178,M,Right,middle
120__M_Right_little_finger.BMP,120,M,Right,little
188__M_Right_little_finger.BMP,188,M,Right,little
202__M_Right_middle_finger.BMP,202,M,Right,middle
201__F_Left_thumb_finger.BMP,201,F,Left,thumb
408__M_Right_index_finger.BMP,408,M,Right,index
149__F_Right_little_finger.BMP,149,F,Right,little
33__M_Left_index_finger.BMP,33,M,Left,index
65__M_Left_index_finger.BMP,65,M,Left,index
290__M_Left_ring_finger.BMP,290,M,Left,ring
113__M_Right_index_finger.BMP,113,M,Right,index
278__M_Right_index_finger.BMP,278,M,Right,index
297__M_Left_ring_finger.BMP,297,M,Left,ring
346__M_Left_thumb_finger.BMP,346,M,Left,thumb
285__M_Left_middle_finger.BMP,285,M,Left,middle
309__M_Left_thumb_finger.BMP,309,M,Left,thumb
503__M_Left_index_finger.BMP,503,M,Left,index
126__F_Right_index_finger.BMP,126,F,Right,index
432__M_Left_little_finger.BMP,432,M,Left,little
342__M_Right_ring_finger.BMP,342,M,Right,ring
462__M_Left_little_finger.BMP,462,M,Left,little
152__M_Left_index_finger.BMP,152,M,Left,index
138__M_Left_little_finger.BMP,138,M,Left,little
439__M_Right_middle_finger.BMP,439,M,Right,middle
103__F_Left_thumb_finger.BMP,103,F,Left,thumb
288__M_Left_ring_finger.BMP,288,M,Left,ring
456__M_Left_middle_finger.BMP,456,M,Left,middle
480__M_Right_middle_finger.BMP,480,M,Right,middle
92__F_Right_ring_finger.BMP,92,F,Right,ring
404__M_Right_thumb_finger.BMP,404,M,Right,thumb
168__M_Left_thumb_finger.BMP,168,M,Left,thumb
175__M_Right_index_finger.BMP,175,M,Right,index
298__M_Right_little_finger.BMP,298,M,Right,little
174__F_Right_middle_finger.BMP,174,F,Right,middle
163__M_Right_index_finger.BMP,163,M,Right,index
432__M_Right_index_finger.BMP,432,M,Right,index
44__M_Right_thumb_finger.BMP,44,M,Right,thumb
181__M_Left_middle_finger.BMP,181,M,Left,middle
353__M_Left_little_finger.BMP,353,M,Left,little
239__M_Left_index_finger.BMP,239,M,Left,index
341__M_Left_middle_finger.BMP,341,M,Left,middle
349__M_Right_thumb_finger.BMP,349,M,Right,thumb
571__F_Left_middle_finger.BMP,571,F,Left,middle
223__M_Right_ring_finger.BMP,223,M,Right,ring
420__M_Left_index_finger.BMP,420,M,Left,index
417__M_Left_ring_finger.BMP,417,M,Left,ring
536__F_Left_little_finger.BMP,536,F,Left,little
589__M_Right_ring_finger.BMP,589,M,Right,ring
459__M_Left_middle_finger.BMP,459,M,Left,middle
533__M_Left_thumb_finger.BMP,533,M,Left,thumb
200__M_Right_index_finger.BMP,200,M,Right,index
500__M_Right_ring_finger.BMP,500,M,Right,ring
223__M_Right_middle_finger.BMP,223,M,Right,middle
111__M_Right_index_finger.BMP,111,M,Right,index
575__M_Left_thumb_finger.BMP,575,M,Left,thumb
82__M_Right_thumb_finger.BMP,82,M,Right,thumb
408__M_Right_little_finger.BMP,408,M,Right,little
436__M_Left_thumb_finger.BMP,436,M,Left,thumb
170__M_Left_thumb_finger.BMP,170,M,Left,thumb
323__M_Right_middle_finger.BMP,323,M,Right,middle
14__M_Right_index_finger.BMP,14,M,Right,index
453__F_Right_little_finger.BMP,453,F,Right,little
293__F_Left_middle_finger.BMP,293,F,Left,middle
532__M_Right_little_finger.BMP,532,M,Right,little
119__F_Right_thumb_finger.BMP,119,F,Right,thumb
344__M_Right_index_finger.BMP,344,M,Right,index
89__M_Right_middle_finger.BMP,89,M,Right,middle
266__M_Right_ring_finger.BMP,266,M,Right,ring
574__F_Right_middle_finger.BMP,574,F,Right,middle
290__M_Left_thumb_finger.BMP,290,M,Left,thumb
82__M_Right_ring_finger.BMP,82,M,Right,ring
112__M_Left_ring_finger.BMP,112,M,Left,ring
342__M_Right_middle_finger.BMP,342,M,Right,middle
235__M_Right_ring_finger.BMP,235,M,Right,ring
600__M_Right_thumb_finger.BMP,600,M,Right,thumb
376__F_Left_ring_finger.BMP,376,F,Left,ring
127__F_Right_middle_finger.BMP,127,F,Right,middle
100__M_Left_index_finger.BMP,100,M,Left,index
324__M_Left_thumb_finger.BMP,324,M,Left,thumb
174__F_Right_little_finger.BMP,174,F,Right,little
248__M_Left_little_finger.BMP,248,M,Left,little
36__M_Right_index_finger.BMP,36,M,Right,index
527__M_Left_index_finger.BMP,527,M,Left,index
246__M_Left_middle_finger.BMP,246,M,Left,middle
421__F_Right_thumb_finger.BMP,421,F,Right,thumb
149__F_Right_index_finger.BMP,149,F,Right,index
393__M_Left_ring_finger.BMP,393,M,Left,ring
123__M_Left_index_finger.BMP,123,M,Left,index
594__M_Right_ring_finger.BMP,594,M,Right,ring
269__M_Left_ring_finger.BMP,269,M,Left,ring
569__M_Left_middle_finger.BMP,569,M,Left,middle
6__M_Left_index_finger.BMP,6,M,Left,index
313__M_Right_middle_finger.BMP,313,M,Right,middle
395__M_Left_ring_finger.BMP,395,M,Left,ring
333__M_Right_ring_finger.BMP,333,M,Right,ring
366__M_Right_middle_finger.BMP,366,M,Right,middle
159__M_Left_middle_finger.BMP,159,M,Left,middle
148__M_Left_little_finger.BMP,148,M,Left,little
147__M_Right_index_finger.BMP,147,M,Right,index
278__M_Right_middle_finger.BMP,278,M,Right,middle
599__M_Right_ring_finger.BMP,599,M,Right,ring
208__M_Left_little_finger.BMP,208,M,Left,little
346__M_Right_thumb_finger.BMP,346,M,Right,thumb
592__M_Left_index_finger.BMP,592,M,Left,index
296__M_Right_ring_finger.BMP,296,M,Right,ring
44__M_Left_middle_finger.BMP,44,M,Left,middle
289__F_Right_little_finger.BMP,289,F,Right,little
389__F_Right_index_finger.BMP,389,F,Right,index
159__M_Left_little_finger.BMP,159,M,Left,little
442__F_Left_middle_finger.BMP,442,F,Left,middle
160__M_Left_index_finger.BMP,160,M,Left,index
326__M_Right_thumb_finger.BMP,326,M,Right,thumb
98__M_Right_ring_finger.BMP,98,M,Right,ring
124__M_Right_thumb_finger.BMP,124,M,Right,thumb
235__M_Right_middle_finger.BMP,235,M,Right,middle
248__M_Right_ring_finger.BMP,248,M,Right,ring
359__M_Left_index_finger.BMP,359,M,Left,index
513__M_Right_thumb_finger.BMP,513,M,Right,thumb
224__M_Left_little_finger.BMP,224,M,Left,little
252__F_Right_thumb_finger.BMP,252,F,Right,thumb
150__M_Right_ring_finger.BMP,150,M,Right,ring
45__M_Left_thumb_finger.BMP,45,M,Left,thumb
237__M_Right_index_finger.BMP,237,M,Right,index
413__M_Left_middle_finger.BMP,413,M,Left,middle
243__M_Right_middle_finger.BMP,243,M,Right,middle
539__F_Right_little_finger.BMP,539,F,Right,little
596__M_Left_ring_finger.BMP,596,M,Left,ring
156__F_Right_ring_finger.BMP,156,F,Right,ring
532__M_Right_ring_finger.BMP,532,M,Right,ring
115__F_Right_ring_finger.BMP,115,F,Right,ring
560__F_Left_index_finger.BMP,560,F,Left,index
210__M_Right_middle_finger.BMP,210,M,Right,middle
132__M_Left_little_finger.BMP,132,M,Left,little
202__M_Right_little_finger.BMP,202,M,Right,little
431__M_Right_middle_finger.BMP,431,M,Right,middle
371__M_Left_index_finger.BMP,371,M,Left,index
301__F_Left_index_finger.BMP,301,F,Left,index
139__M_Left_middle_finger.BMP,139,M,Left,middle
325__M_Left_index_finger.BMP,325,M,Left,index
42__F_Left_ring_finger.BMP,42,F,Left,ring
95__M_Left_little_finger.BMP,95,M,Left,little
81__F_Left_little_finger.BMP,81,F,Left,little
492__F_Right_middle_finger.BMP,492,F,Right,middle
549__M_Right_middle_finger.BMP,549,M,Right,middle
26__M_Left_middle_finger.BMP,26,M,Left,middle
589__M_Left_ring_finger.BMP,589,M,Left,ring
224__M_Right_little_finger.BMP,224,M,Right,little
65__M_Left_little_finger.BMP,65,M,Left,little
177__F_Left_thumb_finger.BMP,177,F,Left,thumb
411__M_Left_thumb_finger.BMP,411,M,Left,thumb
394__M_Right_middle_finger.BMP,394,M,Right,middle
542__M_Right_middle_finger.BMP,542,M,Right,middle
395__M_Left_middle_finger.BMP,395,M,Left,middle
3__M_Right_index_finger.BMP,3,M,Right,index
109__F_Right_thumb_finger.BMP,109,F,Right,thumb
512__M_Left_little_finger.BMP,512,M,Left,little
417__M_Left_thumb_finger.BMP,417,M,Left,thumb
12__M_Left_little_finger.BMP,12,M,Left,little
232__M_Right_thumb_finger.BMP,232,M,Right,thumb
465__F_Left_little_finger.BMP,465,F,Left,little
6__M_Right_middle_finger.BMP,6,M,Right,middle
131__M_Left_little_finger.BMP,131,M,Left,little
70__M_Left_ring_finger.BMP,70,M,Left,ring
437__M_Left_ring_finger.BMP,437,M,Left,ring
123__M_Right_thumb_finger.BMP,123,M,Right,thumb
200__M_Left_middle_finger.BMP,200,M,Left,middle
28__M_Left_middle_finger.BMP,28,M,Left,middle
407__M_Right_ring_finger.BMP,407,M,Right,ring
301__F_Left_middle_finger.BMP,301,F,Left,middle
184__M_Right_ring_finger.BMP,184,M,Right,ring
69__M_Right_ring_finger.BMP,69,M,Right,ring
314__M_Left_ring_finger.BMP,314,M,Left,ring
434__M_Right_little_finger.BMP,434,M,Right,little
114__F_Left_little_finger.BMP,114,F,Left,little
376__F_Right_middle_finger.BMP,376,F,Right,middle
379__F_Right_index_finger.BMP,379,F,Right,index
302__M_Right_thumb_finger.BMP,302,M,Right,thumb
409__M_Right_ring_finger.BMP,409,M,Right,ring
484__M_Left_little_finger.BMP,484,M,Left,little
135__F_Right_little_finger.BMP,135,F,Right,little
256__M_Left_index_finger.BMP,256,M,Left,index
493__M_Left_ring_finger.BMP,493,M,Left,ring
281__M_Left_thumb_finger.BMP,281,M,Left,thumb
239__M_Left_middle_finger.BMP,239,M,Left,middle
477__M_Left_ring_finger.BMP,477,M,Left,ring
418__F_Right_index_finger.BMP,418,F,Right,index
326__M_Right_index_finger.BMP,326,M,Right,index
261__M_Right_little_finger.BMP,261,M,Right,little
326__M_Left_thumb_finger.BMP,326,M,Left,thumb
257__M_Left_middle_finger.BMP,257,M,Left,middle
276__M_Right_little_finger.BMP,276,M,Right,little
499__M_Left_little_finger.BMP,499,M,Left,little
493__M_Right_ring_finger.BMP,493,M,Right,ring
9__M_Left_thumb_finger.BMP,9,M,Left,thumb
198__M_Right_middle_finger.BMP,198,M,Right,middle
172__M_Left_middle_finger.BMP,172,M,Left,middle
315__F_Right_ring_finger.BMP,315,F,Right,ring
363__M_Right_ring_finger.BMP,363,M,Right,ring
195__M_Right_little_finger.BMP,195,M,Right,little
332__M_Left_middle_finger.BMP,332,M,Left,middle
409__M_Left_little_finger.BMP,409,M,Left,little
471__M_Left_index_finger.BMP,471,M,Left,index
162__M_Right_middle_finger.BMP,162,M,Right,middle
465__F_Right_little_finger.BMP,465,F,Right,little
290__M_Left_little_finger.BMP,290,M,Left,little
325__M_Right_little_finger.BMP,325,M,Right,little
587__M_Left_middle_finger.BMP,587,M,Left,middle
463__F_Right_index_finger.BMP,463,F,Right,index
67__F_Left_thumb_finger.BMP,67,F,Left,thumb
220__F_Left_thumb_finger.BMP,220,F,Left,thumb
573__F_Left_middle_finger.BMP,573,F,Left,middle
511__M_Right_thumb_finger.BMP,511,M,Right,thumb
102__M_Right_ring_finger.BMP,102,M,Right,ring
56__F_Left_little_finger.BMP,56,F,Left,little
440__M_Left_little_finger.BMP,440,M,Left,little
577__M_Left_middle_finger.BMP,577,M,Left,middle
121__F_Right_middle_finger.BMP,121,F,Right,middle
381__M_Left_ring_finger.BMP,381,M,Left,ring
303__F_Left_thumb_finger.BMP,303,F,Left,thumb
152__M_Right_thumb_finger.BMP,152,M,Right,thumb
512__M_Right_middle_finger.BMP,512,M,Right,middle
555__M_Left_ring_finger.BMP,555,M,Left,ring
421__F_Left_little_finger.BMP,421,F,Left,little
457__M_Right_middle_finger.BMP,457,M,Right,middle
27__M_Left_ring_finger.BMP,27,M,Left,ring
269__M_Left_index_finger.BMP,269,M,Left,index
547__M_Right_middle_finger.BMP,547,M,Right,middle
212__M_Right_little_finger.BMP,212,M,Right,little
295__M_Right_little_finger.BMP,295,M,Right,little
191__F_Right_middle_finger.BMP,191,F,Right,middle
311__M_Right_index_finger.BMP,311,M,Right,index
391__M_Left_thumb_finger.BMP,391,M,Left,thumb
396__M_Right_index_finger.BMP,396,M,Right,index
424__M_Left_index_finger.BMP,424,M,Left,index
358__M_Right_ring_finger.BMP,358,M,Right,ring
483__M_Left_thumb_finger.BMP,483,M,Left,thumb
322__M_Left_little_finger.BMP,322,M,Left,little
179__M_Left_thumb_finger.BMP,179,M,Left,thumb
124__M_Right_ring_finger.BMP,124,M,Right,ring
500__M_Left_index_finger.BMP,500,M,Left,index
471__M_Right_middle_finger.BMP,471,M,Right,middle
421__F_Left_index_finger.BMP,421,F,Left,index
487__M_Left_little_finger.BMP,487,M,Left,little
593__M_Right_thumb_finger.BMP,593,M,Right,thumb
219__M_Left_little_finger.BMP,219,M,Left,little
345__M_Left_middle_finger.BMP,345,M,Left,middle
91__F_Right_ring_finger.BMP,91,F,Right,ring
432__M_Left_index_finger.BMP,432,M,Left,index
131__M_Right_middle_finger.BMP,131,M,Right,middle
561__M_Right_ring_finger.BMP,561,M,Right,ring
163__M_Right_thumb_finger.BMP,163,M,Right,thumb
153__M_Right_little_finger.BMP,153,M,Right,little
84__M_Left_little_finger.BMP,84,M,Left,little
36__M_Left_index_finger.BMP,36,M,Left,index
14__M_Right_middle_finger.BMP,14,M,Right,middle
30__F_Left_ring_finger.BMP,30,F,Left,ring
156__F_Left_middle_finger.BMP,156,F,Left,middle
101__M_Left_index_finger.BMP,101,M,Left,index
39__M_Right_little_finger.BMP,39,M,Right,little
420__M_Left_thumb_finger.BMP,420,M,Left,thumb
77__M_Left_little_finger.BMP,77,M,Left,little
573__F_Left_little_finger.BMP,573,F,Left,little
296__M_Left_ring_finger.BMP,296,M,Left,ring
418__F_Left_ring_finger.BMP,418,F,Left,ring
485__M_Right_thumb_finger.BMP,485,M,Right,thumb
444__M_Left_index_finger.BMP,444,M,Left,index
141__F_Right_little_finger.BMP,141,F,Right,little
294__M_Right_little_finger.BMP,294,M,Right,little
585__M_Left_ring_finger.BMP,585,M,Left,ring
194__M_Left_index_finger.BMP,194,M,Left,index
322__M_Right_index_finger.BMP,322,M,Right,index
290__M_Right_little_finger.BMP,290,M,Right,little
557__M_Left_little_finger.BMP,557,M,Left,little
515__M_Right_little_finger.BMP,515,M,Right,little
283__M_Left_little_finger.BMP,283,M,Left,little
388__F_Right_index_finger.BMP,388,F,Right,index
276__M_Left_thumb_finger.BMP,276,M,Left,thumb
6__M_Right_thumb_finger.BMP,6,M,Right,thumb
8__M_Right_little_finger.BMP,8,M,Right,little
80__M_Left_middle_finger.BMP,80,M,Left,middle
242__M_Left_index_finger.BMP,242,M,Left,index
299__M_Left_thumb_finger.BMP,299,M,Left,thumb
439__M_Left_middle_finger.BMP,439,M,Left,middle
79__M_Left_index_finger.BMP,79,M,Left,index
502__F_Right_little_finger.BMP,502,F,Right,little
507__M_Right_middle_finger.BMP,507,M,Right,middle
222__M_Left_little_finger.BMP,222,M,Left,little
533__M_Right_middle_finger.BMP,533,M,Right,middle
503__M_Left_ring_finger.BMP,503,M,Left,ring
351__M_Right_index_finger.BMP,351,M,Right,index
338__M_Right_thumb_finger.BMP,338,M,Right,thumb
399__M_Left_little_finger.BMP,399,M,Left,little
463__F_Right_ring_finger.BMP,463,F,Right,ring
92__F_Left_index_finger.BMP,92,F,Left,index
218__M_Right_middle_finger.BMP,218,M,Right,middle
352__M_Right_ring_finger.BMP,352,M,Right,ring
231__M_Left_ring_finger.BMP,231,M,Left,ring
590__M_Left_thumb_finger.BMP,590,M,Left,thumb
126__F_Left_ring_finger.BMP,126,F,Left,ring
250__F_Right_thumb_finger.BMP,250,F,Right,thumb
453__F_Right_thumb_finger.BMP,453,F,Right,thumb
489__M_Left_ring_finger.BMP,489,M,Left,ring
118__F_Right_ring_finger.BMP,118,F,Right,ring
452__F_Right_little_finger.BMP,452,F,Right,little
490__M_Right_ring_finger.BMP,490,M,Right,ring
45__M_Right_thumb_finger.BMP,45,M,Right,thumb
407__M_Left_little_finger.BMP,407,M,Left,little
304__M_Right_little_finger.BMP,304,M,Right,little
330__M_Right_middle_finger.BMP,330,M,Right,middle
572__F_Left_middle_finger.BMP,572,F,Left,middle
106__M_Left_thumb_finger.BMP,106,M,Left,thumb
267__M_Right_ring_finger.BMP,267,M,Right,ring
460__M_Left_middle_finger.BMP,460,M,Left,middle
305__M_Right_index_finger.BMP,305,M,Right,index
142__F_Right_little_finger.BMP,142,F,Right,little
238__M_Right_middle_finger.BMP,238,M,Right,middle
424__M_Right_index_finger.BMP,424,M,Right,index
298__M_Right_ring_finger.BMP,298,M,Right,ring
543__M_Right_middle_finger.BMP,543,M,Right,middle
369__F_Left_thumb_finger.BMP,369,F,Left,thumb
517__M_Right_index_finger.BMP,517,M,Right,index
151__M_Right_ring_finger.BMP,151,M,Right,ring
471__M_Right_ring_finger.BMP,471,M,Right,ring
385__M_Left_little_finger.BMP,385,M,Left,little
202__M_Left_middle_finger.BMP,202,M,Left,middle
526__F_Left_middle_finger.BMP,526,F,Left,middle
526__F_Left_thumb_finger.BMP,526,F,Left,thumb
286__M_Left_index_finger.BMP,286,M,Left,index
484__M_Left_thumb_finger.BMP,484,M,Left,thumb
454__M_Right_ring_finger.BMP,454,M,Right,ring
347__M_Right_index_finger.BMP,347,M,Right,index
1__M_Left_ring_finger.BMP,1,M,Left,ring
249__M_Left_middle_finger.BMP,249,M,Left,middle
68__M_Left_ring_finger.BMP,68,M,Left,ring
195__M_Right_thumb_finger.BMP,195,M,Right,thumb
372__M_Left_ring_finger.BMP,372,M,Left,ring
553__M_Left_index_finger.BMP,553,M,Left,index
565__M_Right_little_finger.BMP,565,M,Right,little
461__F_Right_middle_finger.BMP,461,F,Right,middle
261__M_Right_thumb_finger.BMP,261,M,Right,thumb
467__M_Right_thumb_finger.BMP,467,M,Right,thumb
552__M_Left_middle_finger.BMP,552,M,Left,middle
107__M_Left_ring_finger.BMP,107,M,Left,ring
374__M_Right_middle_finger.BMP,374,M,Right,middle
225__M_Right_middle_finger.BMP,225,M,Right,middle
148__M_Left_index_finger.BMP,148,M,Left,index
445__M_Right_index_finger.BMP,445,M,Right,index
189__F_Right_thumb_finger.BMP,189,F,Right,thumb
346__M_Left_ring_finger.BMP,346,M,Left,ring
203__M_Left_index_finger.BMP,203,M,Left,index
524__M_Left_ring_finger.BMP,524,M,Left,ring
428__M_Right_thumb_finger.BMP,428,M,Right,thumb
266__M_Left_little_finger.BMP,266,M,Left,little
247__M_Right_little_finger.BMP,247,M,Right,little
276__M_Right_ring_finger.BMP,276,M,Right,ring
114__F_Left_ring_finger.BMP,114,F,Left,ring
147__M_Right_thumb_finger.BMP,147,M,Right,thumb
469__M_Left_index_finger.BMP,469,M,Left,index
544__M_Right_ring_finger.BMP,544,M,Right,ring
331__M_Left_index_finger.BMP,331,M,Left,index
327__M_Right_thumb_finger.BMP,327,M,Right,thumb
23__M_Right_middle_finger.BMP,23,M,Right,middle
557__M_Right_little_finger.BMP,557,M,Right,little
5__M_Left_index_finger.BMP,5,M,Left,index
58__M_Left_ring_finger.BMP,58,M,Left,ring
124__M_Right_middle_finger.BMP,124,M,Right,middle
457__M_Left_little_finger.BMP,457,M,Left,little
582__M_Left_index_finger.BMP,582,M,Left,index
539__F_Right_thumb_finger.BMP,539,F,Right,thumb
229__M_Left_little_finger.BMP,229,M,Left,little
408__M_Left_little_finger.BMP,408,M,Left,little
27__M_Left_middle_finger.BMP,27,M,Left,middle
111__M_Left_ring_finger.BMP,111,M,Left,ring
231__M_Left_thumb_finger.BMP,231,M,Left,thumb
512__M_Left_thumb_finger.BMP,512,M,Left,thumb
194__M_Left_thumb_finger.BMP,194,M,Left,thumb
39__M_Left_middle_finger.BMP,39,M,Left,middle
171__M_Right_ring_finger.BMP,171,M,Right,ring
163__M_Right_little_finger.BMP,163,M,Right,little
321__M_Right_thumb_finger.BMP,321,M,Right,thumb
272__M_Left_thumb_finger.BMP,272,M,Left,thumb
299__M_Left_ring_finger.BMP,299,M,Left,ring
525__M_Left_ring_finger.BMP,525,M,Left,ring
157__M_Right_thumb_finger.BMP,157,M,Right,thumb
358__M_Left_index_finger.BMP,358,M,Left,index
21__M_Left_thumb_finger.BMP,21,M,Left,thumb
91__F_Left_thumb_finger.BMP,91,F,Left,thumb
129__M_Right_thumb_finger.BMP,129,M,Right,thumb
453__F_Left_little_finger.BMP,453,F,Left,little
496__M_Left_middle_finger.BMP,496,M,Left,middle
185__M_Left_little_finger.BMP,185,M,Left,little
250__F_Left_little_finger.BMP,250,F,Left,little
491__M_Right_index_finger.BMP,491,M,Right,index
433__M_Right_thumb_finger.BMP,433,M,Right,thumb
96__M_Left_index_finger.BMP,96,M,Left,index
180__F_Left_ring_finger.BMP,180,F,Left,ring
209__F_Left_little_finger.BMP,209,F,Left,little
271__M_Right_little_finger.BMP,271,M,Right,little
34__M_Right_ring_finger.BMP,34,M,Right,ring
334__F_Right_index_finger.BMP,334,F,Right,index
389__F_Right_ring_finger.BMP,389,F,Right,ring
300__F_Right_ring_finger.BMP,300,F,Right,ring
246__M_Left_little_finger.BMP,246,M,Left,little
178__M_Left_thumb_finger.BMP,178,M,Left,thumb
422__M_Left_little_finger.BMP,422,M,Left,little
475__M_Right_ring_finger.BMP,475,M,Right,ring
416__M_Left_index_finger.BMP,416,M,Left,index
417__M_Right_little_finger.BMP,417,M,Right,little
487__M_Left_middle_finger.BMP,487,M,Left,middle
530__M_Right_little_finger.BMP,530,M,Right,little
377__M_Left_thumb_finger.BMP,377,M,Left,thumb
281__M_Left_index_finger.BMP,281,M,Left,index
172__M_Right_ring_finger.BMP,172,M,Right,ring
458__M_Right_index_finger.BMP,458,M,Right,index
248__M_Left_index_finger.BMP,248,M,Left,index
137__M_Left_index_finger.BMP,137,M,Left,index
18__M_Left_middle_finger.BMP,18,M,Left,middle
404__M_Left_ring_finger.BMP,404,M,Left,ring
442__F_Right_index_finger.BMP,442,F,Right,index
445__M_Right_little_finger.BMP,445,M,Right,little
600__M_Left_little_finger.BMP,600,M,Left,little
410__M_Right_little_finger.BMP,410,M,Right,little
196__M_Right_middle_finger.BMP,196,M,Right,middle
321__M_Right_little_finger.BMP,321,M,Right,little
336__M_Right_little_finger.BMP,336,M,Right,little
204__F_Right_middle_finger.BMP,204,F,Right,middle
388__F_Right_middle_finger.BMP,388,F,Right,middle
441__M_Right_thumb_finger.BMP,441,M,Right,thumb
2__F_Left_index_finger.BMP,2,F,Left,index
1__M_Right_thumb_finger.BMP,1,M,Right,thumb
218__M_Right_index_finger.BMP,218,M,Right,index
136__F_Left_ring_finger.BMP,136,F,Left,ring
558__M_Left_middle_finger.BMP,558,M,Left,middle
478__M_Right_little_finger.BMP,478,M,Right,little
316__M_Left_ring_finger.BMP,316,M,Left,ring
40__F_Left_middle_finger.BMP,40,F,Left,middle
451__M_Left_middle_finger.BMP,451,M,Left,middle
335__M_Left_little_finger.BMP,335,M,Left,little
182__M_Left_middle_finger.BMP,182,M,Left,middle
390__F_Left_little_finger.BMP,390,F,Left,little
435__F_Right_index_finger.BMP,435,F,Right,index
82__M_Right_middle_finger.BMP,82,M,Right,middle
158__M_Left_middle_finger.BMP,158,M,Left,middle
474__M_Right_thumb_finger.BMP,474,M,Right,thumb
181__M_Left_little_finger.BMP,181,M,Left,little
229__M_Right_ring_finger.BMP,229,M,Right,ring
506__M_Right_middle_finger.BMP,506,M,Right,middle
583__M_Right_index_finger.BMP,583,M,Right,index
392__M_Left_middle_finger.BMP,392,M,Left,middle
454__M_Left_thumb_finger.BMP,454,M,Left,thumb
515__M_Right_index_finger.BMP,515,M,Right,index
518__M_Right_middle_finger.BMP,518,M,Right,middle
440__M_Left_thumb_finger.BMP,440,M,Left,thumb
416__M_Right_thumb_finger.BMP,416,M,Right,thumb
384__F_Left_index_finger.BMP,384,F,Left,index
474__M_Right_ring_finger.BMP,474,M,Right,ring
534__F_Left_middle_finger.BMP,534,F,Left,middle
56__F_Right_middle_finger.BMP,56,F,Right,middle
