Image_Name,Number,Gender,Hand,Finger,Alteration,Difficulty
210__M_Left_little_finger_CR.BMP,210,M,Left,little,CR,Easy
210__M_Left_little_finger_Obl.BMP,210,M,Left,little,Obl,Easy
210__M_Left_little_finger_Zcut.BMP,210,M,Left,little,Zcut,Easy
210__M_Left_middle_finger_CR.BMP,210,M,Left,middle,CR,Easy
210__M_Left_middle_finger_Obl.BMP,210,M,Left,middle,Obl,Easy
210__M_Left_middle_finger_Zcut.BMP,210,M,Left,middle,Zcut,Easy
210__M_Left_ring_finger_CR.BMP,210,M,Left,ring,CR,Easy
210__M_Left_ring_finger_Obl.BMP,210,M,Left,ring,Obl,Easy
210__M_Left_ring_finger_Zcut.BMP,210,M,Left,ring,Zcut,Easy
210__M_Right_index_finger_CR.BMP,210,M,Right,index,CR,Easy
210__M_Right_index_finger_Obl.BMP,210,M,Right,index,Obl,Easy
210__M_Right_index_finger_Zcut.BMP,210,M,Right,index,Zcut,Easy
210__M_Right_little_finger_CR.BMP,210,M,Right,little,CR,Easy
210__M_Right_little_finger_Obl.BMP,210,M,Right,little,Obl,Easy
210__M_Right_little_finger_Zcut.BMP,210,M,Right,little,Zcut,Easy
210__M_Right_middle_finger_CR.BMP,210,M,Right,middle,CR,Easy
210__M_Right_middle_finger_Obl.BMP,210,M,Right,middle,Obl,Easy
210__M_Right_middle_finger_Zcut.BMP,210,M,Right,middle,Zcut,Easy
210__M_Right_thumb_finger_CR.BMP,210,M,Right,thumb,CR,Easy
210__M_Right_thumb_finger_Obl.BMP,210,M,Right,thumb,Obl,Easy
210__M_Right_thumb_finger_Zcut.BMP,210,M,Right,thumb,Zcut,Easy
211__M_Left_index_finger_CR.BMP,211,M,Left,index,CR,Easy
211__M_Left_index_finger_Obl.BMP,211,M,Left,index,Obl,Easy
211__M_Left_index_finger_Zcut.BMP,211,M,Left,index,Zcut,Easy
211__M_Left_little_finger_CR.BMP,211,M,Left,little,CR,Easy
211__M_Left_little_finger_Obl.BMP,211,M,Left,little,Obl,Easy
211__M_Left_little_finger_Zcut.BMP,211,M,Left,little,Zcut,Easy
211__M_Left_middle_finger_CR.BMP,211,M,Left,middle,CR,Easy
211__M_Left_middle_finger_Obl.BMP,211,M,Left,middle,Obl,Easy
211__M_Left_middle_finger_Zcut.BMP,211,M,Left,middle,Zcut,Easy
211__M_Left_ring_finger_CR.BMP,211,M,Left,ring,CR,Easy
211__M_Left_ring_finger_Obl.BMP,211,M,Left,ring,Obl,Easy
211__M_Left_ring_finger_Zcut.BMP,211,M,Left,ring,Zcut,Easy
211__M_Left_thumb_finger_CR.BMP,211,M,Left,thumb,CR,Easy
211__M_Left_thumb_finger_Obl.BMP,211,M,Left,thumb,Obl,Easy
211__M_Left_thumb_finger_Zcut.BMP,211,M,Left,thumb,Zcut,Easy
211__M_Right_index_finger_CR.BMP,211,M,Right,index,CR,Easy
211__M_Right_index_finger_Obl.BMP,211,M,Right,index,Obl,Easy
211__M_Right_index_finger_Zcut.BMP,211,M,Right,index,Zcut,Easy
211__M_Right_little_finger_CR.BMP,211,M,Right,little,CR,Easy
211__M_Right_little_finger_Obl.BMP,211,M,Right,little,Obl,Easy
211__M_Right_little_finger_Zcut.BMP,211,M,Right,little,Zcut,Easy
211__M_Right_middle_finger_CR.BMP,211,M,Right,middle,CR,Easy
211__M_Right_middle_finger_Obl.BMP,211,M,Right,middle,Obl,Easy
211__M_Right_middle_finger_Zcut.BMP,211,M,Right,middle,Zcut,Easy
211__M_Right_ring_finger_CR.BMP,211,M,Right,ring,CR,Easy
211__M_Right_ring_finger_Obl.BMP,211,M,Right,ring,Obl,Easy
211__M_Right_ring_finger_Zcut.BMP,211,M,Right,ring,Zcut,Easy
211__M_Right_thumb_finger_CR.BMP,211,M,Right,thumb,CR,Easy
211__M_Right_thumb_finger_Obl.BMP,211,M,Right,thumb,Obl,Easy
211__M_Right_thumb_finger_Zcut.BMP,211,M,Right,thumb,Zcut,Easy
212__M_Left_index_finger_CR.BMP,212,M,Left,index,CR,Easy
212__M_Left_index_finger_Obl.BMP,212,M,Left,index,Obl,Easy
212__M_Left_index_finger_Zcut.BMP,212,M,Left,index,Zcut,Easy
212__M_Left_thumb_finger_CR.BMP,212,M,Left,thumb,CR,Easy
212__M_Left_thumb_finger_Obl.BMP,212,M,Left,thumb,Obl,Easy
212__M_Left_thumb_finger_Zcut.BMP,212,M,Left,thumb,Zcut,Easy
212__M_Right_index_finger_CR.BMP,212,M,Right,index,CR,Easy
212__M_Right_index_finger_Obl.BMP,212,M,Right,index,Obl,Easy
212__M_Right_index_finger_Zcut.BMP,212,M,Right,index,Zcut,Easy
212__M_Right_little_finger_CR.BMP,212,M,Right,little,CR,Easy
212__M_Right_little_finger_Obl.BMP,212,M,Right,little,Obl,Easy
212__M_Right_little_finger_Zcut.BMP,212,M,Right,little,Zcut,Easy
212__M_Right_middle_finger_CR.BMP,212,M,Right,middle,CR,Easy
212__M_Right_middle_finger_Obl.BMP,212,M,Right,middle,Obl,Easy
212__M_Right_middle_finger_Zcut.BMP,212,M,Right,middle,Zcut,Easy
212__M_Right_thumb_finger_Obl.BMP,212,M,Right,thumb,Obl,Easy
213__M_Left_index_finger_CR.BMP,213,M,Left,index,CR,Easy
213__M_Left_index_finger_Obl.BMP,213,M,Left,index,Obl,Easy
213__M_Left_index_finger_Zcut.BMP,213,M,Left,index,Zcut,Easy
213__M_Left_middle_finger_CR.BMP,213,M,Left,middle,CR,Easy
213__M_Left_middle_finger_Obl.BMP,213,M,Left,middle,Obl,Easy
213__M_Left_middle_finger_Zcut.BMP,213,M,Left,middle,Zcut,Easy
213__M_Left_ring_finger_CR.BMP,213,M,Left,ring,CR,Easy
213__M_Left_ring_finger_Obl.BMP,213,M,Left,ring,Obl,Easy
213__M_Left_ring_finger_Zcut.BMP,213,M,Left,ring,Zcut,Easy
213__M_Left_thumb_finger_CR.BMP,213,M,Left,thumb,CR,Easy
213__M_Left_thumb_finger_Obl.BMP,213,M,Left,thumb,Obl,Easy
213__M_Left_thumb_finger_Zcut.BMP,213,M,Left,thumb,Zcut,Easy
213__M_Right_index_finger_CR.BMP,213,M,Right,index,CR,Easy
213__M_Right_index_finger_Obl.BMP,213,M,Right,index,Obl,Easy
213__M_Right_index_finger_Zcut.BMP,213,M,Right,index,Zcut,Easy
213__M_Right_little_finger_CR.BMP,213,M,Right,little,CR,Easy
213__M_Right_little_finger_Obl.BMP,213,M,Right,little,Obl,Easy
213__M_Right_little_finger_Zcut.BMP,213,M,Right,little,Zcut,Easy
213__M_Right_middle_finger_CR.BMP,213,M,Right,middle,CR,Easy
213__M_Right_middle_finger_Obl.BMP,213,M,Right,middle,Obl,Easy
213__M_Right_middle_finger_Zcut.BMP,213,M,Right,middle,Zcut,Easy
213__M_Right_ring_finger_CR.BMP,213,M,Right,ring,CR,Easy
213__M_Right_ring_finger_Obl.BMP,213,M,Right,ring,Obl,Easy
213__M_Right_ring_finger_Zcut.BMP,213,M,Right,ring,Zcut,Easy
214__M_Left_little_finger_CR.BMP,214,M,Left,little,CR,Easy
214__M_Left_little_finger_Obl.BMP,214,M,Left,little,Obl,Easy
214__M_Left_little_finger_Zcut.BMP,214,M,Left,little,Zcut,Easy
214__M_Left_middle_finger_CR.BMP,214,M,Left,middle,CR,Easy
214__M_Left_middle_finger_Obl.BMP,214,M,Left,middle,Obl,Easy
214__M_Left_middle_finger_Zcut.BMP,214,M,Left,middle,Zcut,Easy
214__M_Left_thumb_finger_CR.BMP,214,M,Left,thumb,CR,Easy
214__M_Left_thumb_finger_Obl.BMP,214,M,Left,thumb,Obl,Easy
214__M_Left_thumb_finger_Zcut.BMP,214,M,Left,thumb,Zcut,Easy
214__M_Right_index_finger_CR.BMP,214,M,Right,index,CR,Easy
214__M_Right_index_finger_Obl.BMP,214,M,Right,index,Obl,Easy
214__M_Right_index_finger_Zcut.BMP,214,M,Right,index,Zcut,Easy
214__M_Right_middle_finger_CR.BMP,214,M,Right,middle,CR,Easy
214__M_Right_middle_finger_Obl.BMP,214,M,Right,middle,Obl,Easy
214__M_Right_middle_finger_Zcut.BMP,214,M,Right,middle,Zcut,Easy
214__M_Right_ring_finger_CR.BMP,214,M,Right,ring,CR,Easy
214__M_Right_ring_finger_Obl.BMP,214,M,Right,ring,Obl,Easy
214__M_Right_ring_finger_Zcut.BMP,214,M,Right,ring,Zcut,Easy
214__M_Right_thumb_finger_CR.BMP,214,M,Right,thumb,CR,Easy
214__M_Right_thumb_finger_Obl.BMP,214,M,Right,thumb,Obl,Easy
214__M_Right_thumb_finger_Zcut.BMP,214,M,Right,thumb,Zcut,Easy
215__M_Left_index_finger_CR.BMP,215,M,Left,index,CR,Easy
215__M_Left_index_finger_Obl.BMP,215,M,Left,index,Obl,Easy
215__M_Left_index_finger_Zcut.BMP,215,M,Left,index,Zcut,Easy
215__M_Left_little_finger_CR.BMP,215,M,Left,little,CR,Easy
215__M_Left_little_finger_Obl.BMP,215,M,Left,little,Obl,Easy
215__M_Left_little_finger_Zcut.BMP,215,M,Left,little,Zcut,Easy
215__M_Left_ring_finger_CR.BMP,215,M,Left,ring,CR,Easy
215__M_Left_ring_finger_Obl.BMP,215,M,Left,ring,Obl,Easy
215__M_Left_ring_finger_Zcut.BMP,215,M,Left,ring,Zcut,Easy
215__M_Left_thumb_finger_CR.BMP,215,M,Left,thumb,CR,Easy
215__M_Left_thumb_finger_Obl.BMP,215,M,Left,thumb,Obl,Easy
215__M_Left_thumb_finger_Zcut.BMP,215,M,Left,thumb,Zcut,Easy
215__M_Right_index_finger_CR.BMP,215,M,Right,index,CR,Easy
215__M_Right_index_finger_Obl.BMP,215,M,Right,index,Obl,Easy
215__M_Right_index_finger_Zcut.BMP,215,M,Right,index,Zcut,Easy
215__M_Right_little_finger_CR.BMP,215,M,Right,little,CR,Easy
215__M_Right_little_finger_Obl.BMP,215,M,Right,little,Obl,Easy
215__M_Right_little_finger_Zcut.BMP,215,M,Right,little,Zcut,Easy
215__M_Right_ring_finger_CR.BMP,215,M,Right,ring,CR,Easy
215__M_Right_ring_finger_Obl.BMP,215,M,Right,ring,Obl,Easy
215__M_Right_ring_finger_Zcut.BMP,215,M,Right,ring,Zcut,Easy
215__M_Right_thumb_finger_CR.BMP,215,M,Right,thumb,CR,Easy
215__M_Right_thumb_finger_Obl.BMP,215,M,Right,thumb,Obl,Easy
215__M_Right_thumb_finger_Zcut.BMP,215,M,Right,thumb,Zcut,Easy
216__M_Left_index_finger_CR.BMP,216,M,Left,index,CR,Easy
216__M_Left_index_finger_Obl.BMP,216,M,Left,index,Obl,Easy
216__M_Left_index_finger_Zcut.BMP,216,M,Left,index,Zcut,Easy
216__M_Left_middle_finger_CR.BMP,216,M,Left,middle,CR,Easy
216__M_Left_middle_finger_Obl.BMP,216,M,Left,middle,Obl,Easy
216__M_Left_middle_finger_Zcut.BMP,216,M,Left,middle,Zcut,Easy
216__M_Left_ring_finger_CR.BMP,216,M,Left,ring,CR,Easy
216__M_Left_ring_finger_Obl.BMP,216,M,Left,ring,Obl,Easy
216__M_Left_ring_finger_Zcut.BMP,216,M,Left,ring,Zcut,Easy
216__M_Left_thumb_finger_CR.BMP,216,M,Left,thumb,CR,Easy
216__M_Left_thumb_finger_Obl.BMP,216,M,Left,thumb,Obl,Easy
216__M_Left_thumb_finger_Zcut.BMP,216,M,Left,thumb,Zcut,Easy
216__M_Right_index_finger_CR.BMP,216,M,Right,index,CR,Easy
216__M_Right_index_finger_Obl.BMP,216,M,Right,index,Obl,Easy
216__M_Right_index_finger_Zcut.BMP,216,M,Right,index,Zcut,Easy
216__M_Right_middle_finger_CR.BMP,216,M,Right,middle,CR,Easy
216__M_Right_middle_finger_Obl.BMP,216,M,Right,middle,Obl,Easy
216__M_Right_middle_finger_Zcut.BMP,216,M,Right,middle,Zcut,Easy
216__M_Right_ring_finger_CR.BMP,216,M,Right,ring,CR,Easy
216__M_Right_ring_finger_Obl.BMP,216,M,Right,ring,Obl,Easy
216__M_Right_ring_finger_Zcut.BMP,216,M,Right,ring,Zcut,Easy
216__M_Right_thumb_finger_CR.BMP,216,M,Right,thumb,CR,Easy
216__M_Right_thumb_finger_Obl.BMP,216,M,Right,thumb,Obl,Easy
216__M_Right_thumb_finger_Zcut.BMP,216,M,Right,thumb,Zcut,Easy
217__M_Left_little_finger_CR.BMP,217,M,Left,little,CR,Easy
217__M_Left_little_finger_Obl.BMP,217,M,Left,little,Obl,Easy
217__M_Left_little_finger_Zcut.BMP,217,M,Left,little,Zcut,Easy
217__M_Left_middle_finger_CR.BMP,217,M,Left,middle,CR,Easy
217__M_Left_middle_finger_Obl.BMP,217,M,Left,middle,Obl,Easy
217__M_Left_middle_finger_Zcut.BMP,217,M,Left,middle,Zcut,Easy
217__M_Left_ring_finger_CR.BMP,217,M,Left,ring,CR,Easy
217__M_Left_ring_finger_Obl.BMP,217,M,Left,ring,Obl,Easy
217__M_Left_ring_finger_Zcut.BMP,217,M,Left,ring,Zcut,Easy
217__M_Left_thumb_finger_CR.BMP,217,M,Left,thumb,CR,Easy
217__M_Left_thumb_finger_Obl.BMP,217,M,Left,thumb,Obl,Easy
217__M_Left_thumb_finger_Zcut.BMP,217,M,Left,thumb,Zcut,Easy
217__M_Right_little_finger_CR.BMP,217,M,Right,little,CR,Easy
217__M_Right_little_finger_Obl.BMP,217,M,Right,little,Obl,Easy
217__M_Right_little_finger_Zcut.BMP,217,M,Right,little,Zcut,Easy
217__M_Right_middle_finger_CR.BMP,217,M,Right,middle,CR,Easy
217__M_Right_middle_finger_Obl.BMP,217,M,Right,middle,Obl,Easy
217__M_Right_middle_finger_Zcut.BMP,217,M,Right,middle,Zcut,Easy
217__M_Right_ring_finger_CR.BMP,217,M,Right,ring,CR,Easy
217__M_Right_ring_finger_Obl.BMP,217,M,Right,ring,Obl,Easy
217__M_Right_ring_finger_Zcut.BMP,217,M,Right,ring,Zcut,Easy
217__M_Right_thumb_finger_CR.BMP,217,M,Right,thumb,CR,Easy
217__M_Right_thumb_finger_Obl.BMP,217,M,Right,thumb,Obl,Easy
217__M_Right_thumb_finger_Zcut.BMP,217,M,Right,thumb,Zcut,Easy
218__M_Left_index_finger_CR.BMP,218,M,Left,index,CR,Easy
218__M_Left_index_finger_Obl.BMP,218,M,Left,index,Obl,Easy
218__M_Left_index_finger_Zcut.BMP,218,M,Left,index,Zcut,Easy
218__M_Left_little_finger_CR.BMP,218,M,Left,little,CR,Easy
218__M_Left_little_finger_Obl.BMP,218,M,Left,little,Obl,Easy
218__M_Left_little_finger_Zcut.BMP,218,M,Left,little,Zcut,Easy
218__M_Left_middle_finger_CR.BMP,218,M,Left,middle,CR,Easy
218__M_Left_middle_finger_Obl.BMP,218,M,Left,middle,Obl,Easy
218__M_Left_middle_finger_Zcut.BMP,218,M,Left,middle,Zcut,Easy
218__M_Left_ring_finger_CR.BMP,218,M,Left,ring,CR,Easy
218__M_Left_ring_finger_Obl.BMP,218,M,Left,ring,Obl,Easy
218__M_Left_ring_finger_Zcut.BMP,218,M,Left,ring,Zcut,Easy
218__M_Left_thumb_finger_CR.BMP,218,M,Left,thumb,CR,Easy
218__M_Left_thumb_finger_Obl.BMP,218,M,Left,thumb,Obl,Easy
218__M_Left_thumb_finger_Zcut.BMP,218,M,Left,thumb,Zcut,Easy
218__M_Right_index_finger_CR.BMP,218,M,Right,index,CR,Easy
218__M_Right_index_finger_Obl.BMP,218,M,Right,index,Obl,Easy
218__M_Right_index_finger_Zcut.BMP,218,M,Right,index,Zcut,Easy
218__M_Right_middle_finger_CR.BMP,218,M,Right,middle,CR,Easy
218__M_Right_middle_finger_Obl.BMP,218,M,Right,middle,Obl,Easy
218__M_Right_middle_finger_Zcut.BMP,218,M,Right,middle,Zcut,Easy
218__M_Right_ring_finger_CR.BMP,218,M,Right,ring,CR,Easy
218__M_Right_ring_finger_Obl.BMP,218,M,Right,ring,Obl,Easy
218__M_Right_ring_finger_Zcut.BMP,218,M,Right,ring,Zcut,Easy
219__M_Left_little_finger_CR.BMP,219,M,Left,little,CR,Easy
219__M_Left_little_finger_Obl.BMP,219,M,Left,little,Obl,Easy
219__M_Left_little_finger_Zcut.BMP,219,M,Left,little,Zcut,Easy
219__M_Left_middle_finger_CR.BMP,219,M,Left,middle,CR,Easy
219__M_Left_middle_finger_Obl.BMP,219,M,Left,middle,Obl,Easy
219__M_Left_middle_finger_Zcut.BMP,219,M,Left,middle,Zcut,Easy
219__M_Left_ring_finger_CR.BMP,219,M,Left,ring,CR,Easy
219__M_Left_ring_finger_Obl.BMP,219,M,Left,ring,Obl,Easy
219__M_Left_ring_finger_Zcut.BMP,219,M,Left,ring,Zcut,Easy
219__M_Left_thumb_finger_CR.BMP,219,M,Left,thumb,CR,Easy
219__M_Left_thumb_finger_Obl.BMP,219,M,Left,thumb,Obl,Easy
219__M_Left_thumb_finger_Zcut.BMP,219,M,Left,thumb,Zcut,Easy
219__M_Right_index_finger_CR.BMP,219,M,Right,index,CR,Easy
219__M_Right_index_finger_Obl.BMP,219,M,Right,index,Obl,Easy
219__M_Right_index_finger_Zcut.BMP,219,M,Right,index,Zcut,Easy
219__M_Right_little_finger_CR.BMP,219,M,Right,little,CR,Easy
219__M_Right_little_finger_Obl.BMP,219,M,Right,little,Obl,Easy
219__M_Right_little_finger_Zcut.BMP,219,M,Right,little,Zcut,Easy
219__M_Right_ring_finger_CR.BMP,219,M,Right,ring,CR,Easy
219__M_Right_ring_finger_Obl.BMP,219,M,Right,ring,Obl,Easy
219__M_Right_ring_finger_Zcut.BMP,219,M,Right,ring,Zcut,Easy
219__M_Right_thumb_finger_CR.BMP,219,M,Right,thumb,CR,Easy
219__M_Right_thumb_finger_Obl.BMP,219,M,Right,thumb,Obl,Easy
219__M_Right_thumb_finger_Zcut.BMP,219,M,Right,thumb,Zcut,Easy
21__M_Left_little_finger_CR.BMP,21,M,Left,little,CR,Easy
21__M_Left_little_finger_Obl.BMP,21,M,Left,little,Obl,Easy
21__M_Left_little_finger_Zcut.BMP,21,M,Left,little,Zcut,Easy
21__M_Left_middle_finger_CR.BMP,21,M,Left,middle,CR,Easy
21__M_Left_middle_finger_Obl.BMP,21,M,Left,middle,Obl,Easy
21__M_Left_middle_finger_Zcut.BMP,21,M,Left,middle,Zcut,Easy
21__M_Left_ring_finger_CR.BMP,21,M,Left,ring,CR,Easy
21__M_Left_ring_finger_Obl.BMP,21,M,Left,ring,Obl,Easy
21__M_Left_ring_finger_Zcut.BMP,21,M,Left,ring,Zcut,Easy
21__M_Left_thumb_finger_CR.BMP,21,M,Left,thumb,CR,Easy
21__M_Left_thumb_finger_Obl.BMP,21,M,Left,thumb,Obl,Easy
21__M_Left_thumb_finger_Zcut.BMP,21,M,Left,thumb,Zcut,Easy
21__M_Right_index_finger_CR.BMP,21,M,Right,index,CR,Easy
21__M_Right_index_finger_Obl.BMP,21,M,Right,index,Obl,Easy
21__M_Right_index_finger_Zcut.BMP,21,M,Right,index,Zcut,Easy
21__M_Right_little_finger_CR.BMP,21,M,Right,little,CR,Easy
21__M_Right_little_finger_Obl.BMP,21,M,Right,little,Obl,Easy
21__M_Right_little_finger_Zcut.BMP,21,M,Right,little,Zcut,Easy
21__M_Right_middle_finger_CR.BMP,21,M,Right,middle,CR,Easy
21__M_Right_middle_finger_Obl.BMP,21,M,Right,middle,Obl,Easy
21__M_Right_middle_finger_Zcut.BMP,21,M,Right,middle,Zcut,Easy
21__M_Right_ring_finger_CR.BMP,21,M,Right,ring,CR,Easy
21__M_Right_ring_finger_Obl.BMP,21,M,Right,ring,Obl,Easy
21__M_Right_ring_finger_Zcut.BMP,21,M,Right,ring,Zcut,Easy
21__M_Right_thumb_finger_CR.BMP,21,M,Right,thumb,CR,Easy
21__M_Right_thumb_finger_Obl.BMP,21,M,Right,thumb,Obl,Easy
21__M_Right_thumb_finger_Zcut.BMP,21,M,Right,thumb,Zcut,Easy
220__F_Left_index_finger_CR.BMP,220,F,Left,index,CR,Easy
220__F_Left_index_finger_Obl.BMP,220,F,Left,index,Obl,Easy
220__F_Left_index_finger_Zcut.BMP,220,F,Left,index,Zcut,Easy
220__F_Left_little_finger_CR.BMP,220,F,Left,little,CR,Easy
220__F_Left_little_finger_Obl.BMP,220,F,Left,little,Obl,Easy
220__F_Left_little_finger_Zcut.BMP,220,F,Left,little,Zcut,Easy
220__F_Left_middle_finger_CR.BMP,220,F,Left,middle,CR,Easy
220__F_Left_middle_finger_Obl.BMP,220,F,Left,middle,Obl,Easy
220__F_Left_middle_finger_Zcut.BMP,220,F,Left,middle,Zcut,Easy
220__F_Left_ring_finger_CR.BMP,220,F,Left,ring,CR,Easy
220__F_Left_ring_finger_Obl.BMP,220,F,Left,ring,Obl,Easy
220__F_Left_ring_finger_Zcut.BMP,220,F,Left,ring,Zcut,Easy
220__F_Left_thumb_finger_CR.BMP,220,F,Left,thumb,CR,Easy
220__F_Left_thumb_finger_Obl.BMP,220,F,Left,thumb,Obl,Easy
220__F_Left_thumb_finger_Zcut.BMP,220,F,Left,thumb,Zcut,Easy
220__F_Right_index_finger_CR.BMP,220,F,Right,index,CR,Easy
220__F_Right_index_finger_Obl.BMP,220,F,Right,index,Obl,Easy
220__F_Right_index_finger_Zcut.BMP,220,F,Right,index,Zcut,Easy
220__F_Right_little_finger_CR.BMP,220,F,Right,little,CR,Easy
220__F_Right_little_finger_Obl.BMP,220,F,Right,little,Obl,Easy
220__F_Right_little_finger_Zcut.BMP,220,F,Right,little,Zcut,Easy
220__F_Right_ring_finger_CR.BMP,220,F,Right,ring,CR,Easy
220__F_Right_ring_finger_Obl.BMP,220,F,Right,ring,Obl,Easy
220__F_Right_ring_finger_Zcut.BMP,220,F,Right,ring,Zcut,Easy
220__F_Right_thumb_finger_CR.BMP,220,F,Right,thumb,CR,Easy
220__F_Right_thumb_finger_Obl.BMP,220,F,Right,thumb,Obl,Easy
220__F_Right_thumb_finger_Zcut.BMP,220,F,Right,thumb,Zcut,Easy
221__M_Left_index_finger_CR.BMP,221,M,Left,index,CR,Easy
221__M_Left_index_finger_Obl.BMP,221,M,Left,index,Obl,Easy
221__M_Left_index_finger_Zcut.BMP,221,M,Left,index,Zcut,Easy
221__M_Left_little_finger_CR.BMP,221,M,Left,little,CR,Easy
221__M_Left_little_finger_Obl.BMP,221,M,Left,little,Obl,Easy
221__M_Left_little_finger_Zcut.BMP,221,M,Left,little,Zcut,Easy
221__M_Left_middle_finger_CR.BMP,221,M,Left,middle,CR,Easy
221__M_Left_middle_finger_Obl.BMP,221,M,Left,middle,Obl,Easy
221__M_Left_middle_finger_Zcut.BMP,221,M,Left,middle,Zcut,Easy
221__M_Left_ring_finger_CR.BMP,221,M,Left,ring,CR,Easy
221__M_Left_ring_finger_Obl.BMP,221,M,Left,ring,Obl,Easy
221__M_Left_ring_finger_Zcut.BMP,221,M,Left,ring,Zcut,Easy
221__M_Right_index_finger_CR.BMP,221,M,Right,index,CR,Easy
221__M_Right_index_finger_Obl.BMP,221,M,Right,index,Obl,Easy
221__M_Right_index_finger_Zcut.BMP,221,M,Right,index,Zcut,Easy
221__M_Right_little_finger_CR.BMP,221,M,Right,little,CR,Easy
221__M_Right_little_finger_Obl.BMP,221,M,Right,little,Obl,Easy
221__M_Right_little_finger_Zcut.BMP,221,M,Right,little,Zcut,Easy
221__M_Right_middle_finger_CR.BMP,221,M,Right,middle,CR,Easy
221__M_Right_middle_finger_Obl.BMP,221,M,Right,middle,Obl,Easy
221__M_Right_middle_finger_Zcut.BMP,221,M,Right,middle,Zcut,Easy
221__M_Right_ring_finger_CR.BMP,221,M,Right,ring,CR,Easy
221__M_Right_ring_finger_Obl.BMP,221,M,Right,ring,Obl,Easy
221__M_Right_ring_finger_Zcut.BMP,221,M,Right,ring,Zcut,Easy
221__M_Right_thumb_finger_CR.BMP,221,M,Right,thumb,CR,Easy
221__M_Right_thumb_finger_Obl.BMP,221,M,Right,thumb,Obl,Easy
221__M_Right_thumb_finger_Zcut.BMP,221,M,Right,thumb,Zcut,Easy
222__M_Left_index_finger_CR.BMP,222,M,Left,index,CR,Easy
222__M_Left_index_finger_Obl.BMP,222,M,Left,index,Obl,Easy
222__M_Left_index_finger_Zcut.BMP,222,M,Left,index,Zcut,Easy
222__M_Left_little_finger_CR.BMP,222,M,Left,little,CR,Easy
222__M_Left_little_finger_Obl.BMP,222,M,Left,little,Obl,Easy
222__M_Left_little_finger_Zcut.BMP,222,M,Left,little,Zcut,Easy
222__M_Left_middle_finger_CR.BMP,222,M,Left,middle,CR,Easy
222__M_Left_middle_finger_Obl.BMP,222,M,Left,middle,Obl,Easy
222__M_Left_middle_finger_Zcut.BMP,222,M,Left,middle,Zcut,Easy
222__M_Left_ring_finger_CR.BMP,222,M,Left,ring,CR,Easy
222__M_Left_ring_finger_Obl.BMP,222,M,Left,ring,Obl,Easy
222__M_Left_ring_finger_Zcut.BMP,222,M,Left,ring,Zcut,Easy
222__M_Left_thumb_finger_CR.BMP,222,M,Left,thumb,CR,Easy
222__M_Left_thumb_finger_Obl.BMP,222,M,Left,thumb,Obl,Easy
222__M_Left_thumb_finger_Zcut.BMP,222,M,Left,thumb,Zcut,Easy
222__M_Right_index_finger_CR.BMP,222,M,Right,index,CR,Easy
222__M_Right_index_finger_Obl.BMP,222,M,Right,index,Obl,Easy
222__M_Right_index_finger_Zcut.BMP,222,M,Right,index,Zcut,Easy
222__M_Right_middle_finger_CR.BMP,222,M,Right,middle,CR,Easy
222__M_Right_middle_finger_Obl.BMP,222,M,Right,middle,Obl,Easy
222__M_Right_middle_finger_Zcut.BMP,222,M,Right,middle,Zcut,Easy
222__M_Right_ring_finger_CR.BMP,222,M,Right,ring,CR,Easy
222__M_Right_ring_finger_Obl.BMP,222,M,Right,ring,Obl,Easy
222__M_Right_ring_finger_Zcut.BMP,222,M,Right,ring,Zcut,Easy
223__M_Left_index_finger_CR.BMP,223,M,Left,index,CR,Easy
223__M_Left_index_finger_Obl.BMP,223,M,Left,index,Obl,Easy
223__M_Left_index_finger_Zcut.BMP,223,M,Left,index,Zcut,Easy
223__M_Left_middle_finger_CR.BMP,223,M,Left,middle,CR,Easy
223__M_Left_middle_finger_Obl.BMP,223,M,Left,middle,Obl,Easy
223__M_Left_middle_finger_Zcut.BMP,223,M,Left,middle,Zcut,Easy
223__M_Left_thumb_finger_CR.BMP,223,M,Left,thumb,CR,Easy
223__M_Left_thumb_finger_Obl.BMP,223,M,Left,thumb,Obl,Easy
223__M_Left_thumb_finger_Zcut.BMP,223,M,Left,thumb,Zcut,Easy
223__M_Right_little_finger_CR.BMP,223,M,Right,little,CR,Easy
223__M_Right_little_finger_Obl.BMP,223,M,Right,little,Obl,Easy
223__M_Right_little_finger_Zcut.BMP,223,M,Right,little,Zcut,Easy
223__M_Right_middle_finger_CR.BMP,223,M,Right,middle,CR,Easy
223__M_Right_middle_finger_Obl.BMP,223,M,Right,middle,Obl,Easy
223__M_Right_middle_finger_Zcut.BMP,223,M,Right,middle,Zcut,Easy
223__M_Right_ring_finger_CR.BMP,223,M,Right,ring,CR,Easy
223__M_Right_ring_finger_Obl.BMP,223,M,Right,ring,Obl,Easy
223__M_Right_ring_finger_Zcut.BMP,223,M,Right,ring,Zcut,Easy
223__M_Right_thumb_finger_CR.BMP,223,M,Right,thumb,CR,Easy
223__M_Right_thumb_finger_Obl.BMP,223,M,Right,thumb,Obl,Easy
223__M_Right_thumb_finger_Zcut.BMP,223,M,Right,thumb,Zcut,Easy
224__M_Left_index_finger_CR.BMP,224,M,Left,index,CR,Easy
224__M_Left_index_finger_Obl.BMP,224,M,Left,index,Obl,Easy
224__M_Left_index_finger_Zcut.BMP,224,M,Left,index,Zcut,Easy
