Image Name,Number,Gender,Hand,Finger,Alteration
183__M_Right_middle_finger_Zcut.BMP,183,M,Right,middle,Zcut
183__M_Right_ring_finger_CR.BMP,183,M,Right,ring,CR
183__M_Right_ring_finger_Obl.BMP,183,M,Right,ring,Obl
183__M_Right_ring_finger_Zcut.BMP,183,M,Right,ring,Zcut
183__M_Right_thumb_finger_CR.BMP,183,M,Right,thumb,CR
183__M_Right_thumb_finger_Obl.BMP,183,M,Right,thumb,Obl
183__M_Right_thumb_finger_Zcut.BMP,183,M,Right,thumb,Zcut
185__M_Left_index_finger_CR.BMP,185,M,Left,index,CR
185__M_Left_index_finger_Obl.BMP,185,M,Left,index,Obl
185__M_Left_little_finger_Obl.BMP,185,M,Left,little,Obl
185__M_Left_middle_finger_CR.BMP,185,M,Left,middle,CR
185__M_Left_middle_finger_Obl.BMP,185,M,Left,middle,Obl
185__M_Left_middle_finger_Zcut.BMP,185,M,Left,middle,Zcut
185__M_Left_ring_finger_CR.BMP,185,M,Left,ring,CR
185__M_Left_ring_finger_Obl.BMP,185,M,Left,ring,Obl
185__M_Left_ring_finger_Zcut.BMP,185,M,Left,ring,Zcut
185__M_Left_thumb_finger_CR.BMP,185,M,Left,thumb,CR
185__M_Left_thumb_finger_Obl.BMP,185,M,Left,thumb,Obl
185__M_Left_thumb_finger_Zcut.BMP,185,M,Left,thumb,Zcut
185__M_Right_index_finger_CR.BMP,185,M,Right,index,CR
185__M_Right_index_finger_Obl.BMP,185,M,Right,index,Obl
185__M_Right_index_finger_Zcut.BMP,185,M,Right,index,Zcut
185__M_Right_little_finger_CR.BMP,185,M,Right,little,CR
185__M_Right_little_finger_Obl.BMP,185,M,Right,little,Obl
185__M_Right_little_finger_Zcut.BMP,185,M,Right,little,Zcut
185__M_Right_middle_finger_Obl.BMP,185,M,Right,middle,Obl
185__M_Right_ring_finger_Obl.BMP,185,M,Right,ring,Obl
185__M_Right_ring_finger_Zcut.BMP,185,M,Right,ring,Zcut
185__M_Right_thumb_finger_Obl.BMP,185,M,Right,thumb,Obl
193__M_Left_index_finger_CR.BMP,193,M,Left,index,CR
193__M_Left_index_finger_Obl.BMP,193,M,Left,index,Obl
193__M_Left_index_finger_Zcut.BMP,193,M,Left,index,Zcut
193__M_Left_little_finger_CR.BMP,193,M,Left,little,CR
193__M_Left_little_finger_Obl.BMP,193,M,Left,little,Obl
193__M_Left_middle_finger_CR.BMP,193,M,Left,middle,CR
193__M_Left_middle_finger_Obl.BMP,193,M,Left,middle,Obl
193__M_Left_ring_finger_CR.BMP,193,M,Left,ring,CR
193__M_Left_ring_finger_Obl.BMP,193,M,Left,ring,Obl
193__M_Left_ring_finger_Zcut.BMP,193,M,Left,ring,Zcut
193__M_Left_thumb_finger_CR.BMP,193,M,Left,thumb,CR
193__M_Left_thumb_finger_Obl.BMP,193,M,Left,thumb,Obl
193__M_Left_thumb_finger_Zcut.BMP,193,M,Left,thumb,Zcut
193__M_Right_index_finger_Obl.BMP,193,M,Right,index,Obl
193__M_Right_little_finger_Obl.BMP,193,M,Right,little,Obl
193__M_Right_middle_finger_Obl.BMP,193,M,Right,middle,Obl
193__M_Right_ring_finger_Obl.BMP,193,M,Right,ring,Obl
193__M_Right_thumb_finger_CR.BMP,193,M,Right,thumb,CR
193__M_Right_thumb_finger_Obl.BMP,193,M,Right,thumb,Obl
193__M_Right_thumb_finger_Zcut.BMP,193,M,Right,thumb,Zcut
196__M_Left_index_finger_CR.BMP,196,M,Left,index,CR
196__M_Left_index_finger_Obl.BMP,196,M,Left,index,Obl
196__M_Left_index_finger_Zcut.BMP,196,M,Left,index,Zcut
196__M_Left_little_finger_CR.BMP,196,M,Left,little,CR
196__M_Left_little_finger_Obl.BMP,196,M,Left,little,Obl
196__M_Left_little_finger_Zcut.BMP,196,M,Left,little,Zcut
196__M_Left_middle_finger_Obl.BMP,196,M,Left,middle,Obl
196__M_Left_ring_finger_CR.BMP,196,M,Left,ring,CR
196__M_Left_ring_finger_Obl.BMP,196,M,Left,ring,Obl
196__M_Left_thumb_finger_CR.BMP,196,M,Left,thumb,CR
196__M_Left_thumb_finger_Obl.BMP,196,M,Left,thumb,Obl
196__M_Left_thumb_finger_Zcut.BMP,196,M,Left,thumb,Zcut
196__M_Right_index_finger_CR.BMP,196,M,Right,index,CR
196__M_Right_index_finger_Obl.BMP,196,M,Right,index,Obl
196__M_Right_index_finger_Zcut.BMP,196,M,Right,index,Zcut
196__M_Right_little_finger_CR.BMP,196,M,Right,little,CR
196__M_Right_little_finger_Obl.BMP,196,M,Right,little,Obl
196__M_Right_little_finger_Zcut.BMP,196,M,Right,little,Zcut
196__M_Right_middle_finger_Obl.BMP,196,M,Right,middle,Obl
196__M_Right_ring_finger_Obl.BMP,196,M,Right,ring,Obl
196__M_Right_thumb_finger_CR.BMP,196,M,Right,thumb,CR
196__M_Right_thumb_finger_Obl.BMP,196,M,Right,thumb,Obl
196__M_Right_thumb_finger_Zcut.BMP,196,M,Right,thumb,Zcut
200__M_Left_index_finger_CR.BMP,200,M,Left,index,CR
200__M_Left_index_finger_Obl.BMP,200,M,Left,index,Obl
200__M_Left_little_finger_CR.BMP,200,M,Left,little,CR
200__M_Left_little_finger_Obl.BMP,200,M,Left,little,Obl
200__M_Left_middle_finger_CR.BMP,200,M,Left,middle,CR
200__M_Left_middle_finger_Obl.BMP,200,M,Left,middle,Obl
200__M_Left_ring_finger_CR.BMP,200,M,Left,ring,CR
200__M_Left_ring_finger_Obl.BMP,200,M,Left,ring,Obl
200__M_Left_ring_finger_Zcut.BMP,200,M,Left,ring,Zcut
200__M_Left_thumb_finger_CR.BMP,200,M,Left,thumb,CR
200__M_Left_thumb_finger_Obl.BMP,200,M,Left,thumb,Obl
200__M_Left_thumb_finger_Zcut.BMP,200,M,Left,thumb,Zcut
200__M_Right_index_finger_Obl.BMP,200,M,Right,index,Obl
200__M_Right_little_finger_CR.BMP,200,M,Right,little,CR
200__M_Right_middle_finger_CR.BMP,200,M,Right,middle,CR
200__M_Right_middle_finger_Obl.BMP,200,M,Right,middle,Obl
200__M_Right_middle_finger_Zcut.BMP,200,M,Right,middle,Zcut
200__M_Right_ring_finger_Obl.BMP,200,M,Right,ring,Obl
200__M_Right_thumb_finger_CR.BMP,200,M,Right,thumb,CR
200__M_Right_thumb_finger_Zcut.BMP,200,M,Right,thumb,Zcut
209__F_Left_index_finger_CR.BMP,209,F,Left,index,CR
209__F_Left_index_finger_Obl.BMP,209,F,Left,index,Obl
209__F_Left_little_finger_Obl.BMP,209,F,Left,little,Obl
209__F_Left_middle_finger_Obl.BMP,209,F,Left,middle,Obl
209__F_Left_middle_finger_Zcut.BMP,209,F,Left,middle,Zcut
209__F_Left_ring_finger_CR.BMP,209,F,Left,ring,CR
209__F_Left_ring_finger_Obl.BMP,209,F,Left,ring,Obl
209__F_Left_ring_finger_Zcut.BMP,209,F,Left,ring,Zcut
209__F_Left_thumb_finger_CR.BMP,209,F,Left,thumb,CR
209__F_Left_thumb_finger_Obl.BMP,209,F,Left,thumb,Obl
209__F_Left_thumb_finger_Zcut.BMP,209,F,Left,thumb,Zcut
209__F_Right_index_finger_Obl.BMP,209,F,Right,index,Obl
209__F_Right_little_finger_CR.BMP,209,F,Right,little,CR
209__F_Right_little_finger_Obl.BMP,209,F,Right,little,Obl
209__F_Right_middle_finger_Obl.BMP,209,F,Right,middle,Obl
209__F_Right_ring_finger_CR.BMP,209,F,Right,ring,CR
209__F_Right_ring_finger_Obl.BMP,209,F,Right,ring,Obl
209__F_Right_thumb_finger_CR.BMP,209,F,Right,thumb,CR
209__F_Right_thumb_finger_Obl.BMP,209,F,Right,thumb,Obl
209__F_Right_thumb_finger_Zcut.BMP,209,F,Right,thumb,Zcut
210__M_Left_index_finger_CR.BMP,210,M,Left,index,CR
210__M_Left_index_finger_Obl.BMP,210,M,Left,index,Obl
210__M_Left_little_finger_CR.BMP,210,M,Left,little,CR
210__M_Left_little_finger_Obl.BMP,210,M,Left,little,Obl
210__M_Left_middle_finger_CR.BMP,210,M,Left,middle,CR
210__M_Left_middle_finger_Obl.BMP,210,M,Left,middle,Obl
210__M_Left_middle_finger_Zcut.BMP,210,M,Left,middle,Zcut
210__M_Left_ring_finger_CR.BMP,210,M,Left,ring,CR
210__M_Left_ring_finger_Obl.BMP,210,M,Left,ring,Obl
210__M_Left_ring_finger_Zcut.BMP,210,M,Left,ring,Zcut
210__M_Left_thumb_finger_CR.BMP,210,M,Left,thumb,CR
210__M_Left_thumb_finger_Obl.BMP,210,M,Left,thumb,Obl
210__M_Right_index_finger_CR.BMP,210,M,Right,index,CR
210__M_Right_index_finger_Obl.BMP,210,M,Right,index,Obl
210__M_Right_index_finger_Zcut.BMP,210,M,Right,index,Zcut
210__M_Right_little_finger_CR.BMP,210,M,Right,little,CR
210__M_Right_little_finger_Obl.BMP,210,M,Right,little,Obl
210__M_Right_little_finger_Zcut.BMP,210,M,Right,little,Zcut
210__M_Right_ring_finger_Obl.BMP,210,M,Right,ring,Obl
210__M_Right_thumb_finger_Obl.BMP,210,M,Right,thumb,Obl
211__M_Left_index_finger_CR.BMP,211,M,Left,index,CR
211__M_Left_middle_finger_CR.BMP,211,M,Left,middle,CR
211__M_Left_middle_finger_Obl.BMP,211,M,Left,middle,Obl
211__M_Left_ring_finger_CR.BMP,211,M,Left,ring,CR
211__M_Left_ring_finger_Obl.BMP,211,M,Left,ring,Obl
211__M_Left_ring_finger_Zcut.BMP,211,M,Left,ring,Zcut
211__M_Left_thumb_finger_CR.BMP,211,M,Left,thumb,CR
211__M_Left_thumb_finger_Obl.BMP,211,M,Left,thumb,Obl
211__M_Right_index_finger_CR.BMP,211,M,Right,index,CR
211__M_Right_index_finger_Obl.BMP,211,M,Right,index,Obl
211__M_Right_index_finger_Zcut.BMP,211,M,Right,index,Zcut
211__M_Right_little_finger_CR.BMP,211,M,Right,little,CR
211__M_Right_little_finger_Obl.BMP,211,M,Right,little,Obl
211__M_Right_little_finger_Zcut.BMP,211,M,Right,little,Zcut
211__M_Right_middle_finger_CR.BMP,211,M,Right,middle,CR
211__M_Right_middle_finger_Obl.BMP,211,M,Right,middle,Obl
211__M_Right_middle_finger_Zcut.BMP,211,M,Right,middle,Zcut
211__M_Right_ring_finger_Obl.BMP,211,M,Right,ring,Obl
211__M_Right_thumb_finger_CR.BMP,211,M,Right,thumb,CR
211__M_Right_thumb_finger_Obl.BMP,211,M,Right,thumb,Obl
211__M_Right_thumb_finger_Zcut.BMP,211,M,Right,thumb,Zcut
213__M_Left_little_finger_CR.BMP,213,M,Left,little,CR
213__M_Left_little_finger_Obl.BMP,213,M,Left,little,Obl
213__M_Left_middle_finger_Obl.BMP,213,M,Left,middle,Obl
213__M_Left_ring_finger_CR.BMP,213,M,Left,ring,CR
213__M_Left_ring_finger_Obl.BMP,213,M,Left,ring,Obl
213__M_Left_ring_finger_Zcut.BMP,213,M,Left,ring,Zcut
213__M_Left_thumb_finger_Obl.BMP,213,M,Left,thumb,Obl
213__M_Right_index_finger_Obl.BMP,213,M,Right,index,Obl
213__M_Right_little_finger_CR.BMP,213,M,Right,little,CR
213__M_Right_little_finger_Obl.BMP,213,M,Right,little,Obl
213__M_Right_little_finger_Zcut.BMP,213,M,Right,little,Zcut
213__M_Right_middle_finger_Obl.BMP,213,M,Right,middle,Obl
213__M_Right_ring_finger_CR.BMP,213,M,Right,ring,CR
213__M_Right_ring_finger_Obl.BMP,213,M,Right,ring,Obl
213__M_Right_ring_finger_Zcut.BMP,213,M,Right,ring,Zcut
213__M_Right_thumb_finger_Obl.BMP,213,M,Right,thumb,Obl
219__M_Left_index_finger_CR.BMP,219,M,Left,index,CR
219__M_Left_index_finger_Obl.BMP,219,M,Left,index,Obl
219__M_Left_little_finger_CR.BMP,219,M,Left,little,CR
219__M_Left_little_finger_Obl.BMP,219,M,Left,little,Obl
219__M_Left_middle_finger_CR.BMP,219,M,Left,middle,CR
219__M_Left_middle_finger_Obl.BMP,219,M,Left,middle,Obl
219__M_Left_middle_finger_Zcut.BMP,219,M,Left,middle,Zcut
219__M_Left_ring_finger_Obl.BMP,219,M,Left,ring,Obl
219__M_Left_thumb_finger_CR.BMP,219,M,Left,thumb,CR
219__M_Left_thumb_finger_Obl.BMP,219,M,Left,thumb,Obl
219__M_Left_thumb_finger_Zcut.BMP,219,M,Left,thumb,Zcut
219__M_Right_index_finger_CR.BMP,219,M,Right,index,CR
219__M_Right_little_finger_CR.BMP,219,M,Right,little,CR
219__M_Right_little_finger_Obl.BMP,219,M,Right,little,Obl
219__M_Right_middle_finger_CR.BMP,219,M,Right,middle,CR
219__M_Right_middle_finger_Obl.BMP,219,M,Right,middle,Obl
219__M_Right_middle_finger_Zcut.BMP,219,M,Right,middle,Zcut
219__M_Right_ring_finger_Obl.BMP,219,M,Right,ring,Obl
229__M_Left_index_finger_Obl.BMP,229,M,Left,index,Obl
229__M_Left_little_finger_CR.BMP,229,M,Left,little,CR
229__M_Left_little_finger_Obl.BMP,229,M,Left,little,Obl
229__M_Left_little_finger_Zcut.BMP,229,M,Left,little,Zcut
229__M_Left_middle_finger_CR.BMP,229,M,Left,middle,CR
229__M_Left_middle_finger_Obl.BMP,229,M,Left,middle,Obl
229__M_Left_middle_finger_Zcut.BMP,229,M,Left,middle,Zcut
229__M_Left_ring_finger_CR.BMP,229,M,Left,ring,CR
229__M_Left_ring_finger_Obl.BMP,229,M,Left,ring,Obl
229__M_Left_ring_finger_Zcut.BMP,229,M,Left,ring,Zcut
229__M_Left_thumb_finger_CR.BMP,229,M,Left,thumb,CR
229__M_Left_thumb_finger_Obl.BMP,229,M,Left,thumb,Obl
229__M_Right_index_finger_Obl.BMP,229,M,Right,index,Obl
229__M_Right_little_finger_CR.BMP,229,M,Right,little,CR
229__M_Right_little_finger_Obl.BMP,229,M,Right,little,Obl
229__M_Right_middle_finger_CR.BMP,229,M,Right,middle,CR
229__M_Right_middle_finger_Obl.BMP,229,M,Right,middle,Obl
229__M_Right_middle_finger_Zcut.BMP,229,M,Right,middle,Zcut
229__M_Right_ring_finger_CR.BMP,229,M,Right,ring,CR
229__M_Right_ring_finger_Obl.BMP,229,M,Right,ring,Obl
229__M_Right_ring_finger_Zcut.BMP,229,M,Right,ring,Zcut
229__M_Right_thumb_finger_Obl.BMP,229,M,Right,thumb,Obl
229__M_Right_thumb_finger_Zcut.BMP,229,M,Right,thumb,Zcut
235__M_Left_index_finger_CR.BMP,235,M,Left,index,CR
235__M_Left_index_finger_Obl.BMP,235,M,Left,index,Obl
235__M_Left_little_finger_CR.BMP,235,M,Left,little,CR
235__M_Left_little_finger_Obl.BMP,235,M,Left,little,Obl
235__M_Left_little_finger_Zcut.BMP,235,M,Left,little,Zcut
235__M_Left_middle_finger_CR.BMP,235,M,Left,middle,CR
235__M_Left_middle_finger_Obl.BMP,235,M,Left,middle,Obl
235__M_Left_middle_finger_Zcut.BMP,235,M,Left,middle,Zcut
235__M_Left_ring_finger_CR.BMP,235,M,Left,ring,CR
235__M_Left_ring_finger_Obl.BMP,235,M,Left,ring,Obl
235__M_Left_ring_finger_Zcut.BMP,235,M,Left,ring,Zcut
235__M_Left_thumb_finger_CR.BMP,235,M,Left,thumb,CR
235__M_Left_thumb_finger_Obl.BMP,235,M,Left,thumb,Obl
235__M_Left_thumb_finger_Zcut.BMP,235,M,Left,thumb,Zcut
235__M_Right_index_finger_CR.BMP,235,M,Right,index,CR
235__M_Right_index_finger_Obl.BMP,235,M,Right,index,Obl
235__M_Right_little_finger_CR.BMP,235,M,Right,little,CR
235__M_Right_little_finger_Obl.BMP,235,M,Right,little,Obl
235__M_Right_little_finger_Zcut.BMP,235,M,Right,little,Zcut
235__M_Right_middle_finger_CR.BMP,235,M,Right,middle,CR
235__M_Right_middle_finger_Obl.BMP,235,M,Right,middle,Obl
235__M_Right_ring_finger_CR.BMP,235,M,Right,ring,CR
235__M_Right_ring_finger_Obl.BMP,235,M,Right,ring,Obl
235__M_Right_ring_finger_Zcut.BMP,235,M,Right,ring,Zcut
235__M_Right_thumb_finger_CR.BMP,235,M,Right,thumb,CR
235__M_Right_thumb_finger_Obl.BMP,235,M,Right,thumb,Obl
236__M_Left_index_finger_CR.BMP,236,M,Left,index,CR
236__M_Left_index_finger_Obl.BMP,236,M,Left,index,Obl
236__M_Left_index_finger_Zcut.BMP,236,M,Left,index,Zcut
236__M_Left_little_finger_CR.BMP,236,M,Left,little,CR
236__M_Left_little_finger_Obl.BMP,236,M,Left,little,Obl
236__M_Left_little_finger_Zcut.BMP,236,M,Left,little,Zcut
236__M_Left_middle_finger_CR.BMP,236,M,Left,middle,CR
236__M_Left_middle_finger_Obl.BMP,236,M,Left,middle,Obl
236__M_Left_middle_finger_Zcut.BMP,236,M,Left,middle,Zcut
236__M_Left_ring_finger_CR.BMP,236,M,Left,ring,CR
236__M_Left_ring_finger_Obl.BMP,236,M,Left,ring,Obl
236__M_Left_ring_finger_Zcut.BMP,236,M,Left,ring,Zcut
236__M_Left_thumb_finger_CR.BMP,236,M,Left,thumb,CR
236__M_Left_thumb_finger_Obl.BMP,236,M,Left,thumb,Obl
236__M_Left_thumb_finger_Zcut.BMP,236,M,Left,thumb,Zcut
236__M_Right_index_finger_Obl.BMP,236,M,Right,index,Obl
236__M_Right_little_finger_CR.BMP,236,M,Right,little,CR
236__M_Right_little_finger_Obl.BMP,236,M,Right,little,Obl
236__M_Right_little_finger_Zcut.BMP,236,M,Right,little,Zcut
236__M_Right_middle_finger_CR.BMP,236,M,Right,middle,CR
236__M_Right_middle_finger_Obl.BMP,236,M,Right,middle,Obl
236__M_Right_middle_finger_Zcut.BMP,236,M,Right,middle,Zcut
236__M_Right_ring_finger_CR.BMP,236,M,Right,ring,CR
236__M_Right_ring_finger_Obl.BMP,236,M,Right,ring,Obl
236__M_Right_ring_finger_Zcut.BMP,236,M,Right,ring,Zcut
236__M_Right_thumb_finger_CR.BMP,236,M,Right,thumb,CR
236__M_Right_thumb_finger_Obl.BMP,236,M,Right,thumb,Obl
236__M_Right_thumb_finger_Zcut.BMP,236,M,Right,thumb,Zcut
239__M_Left_index_finger_CR.BMP,239,M,Left,index,CR
239__M_Left_index_finger_Obl.BMP,239,M,Left,index,Obl
239__M_Left_little_finger_CR.BMP,239,M,Left,little,CR
239__M_Left_little_finger_Obl.BMP,239,M,Left,little,Obl
239__M_Left_middle_finger_CR.BMP,239,M,Left,middle,CR
239__M_Left_middle_finger_Obl.BMP,239,M,Left,middle,Obl
239__M_Left_middle_finger_Zcut.BMP,239,M,Left,middle,Zcut
239__M_Left_ring_finger_CR.BMP,239,M,Left,ring,CR
239__M_Left_ring_finger_Obl.BMP,239,M,Left,ring,Obl
239__M_Left_thumb_finger_CR.BMP,239,M,Left,thumb,CR
239__M_Left_thumb_finger_Obl.BMP,239,M,Left,thumb,Obl
239__M_Left_thumb_finger_Zcut.BMP,239,M,Left,thumb,Zcut
239__M_Right_index_finger_Obl.BMP,239,M,Right,index,Obl
239__M_Right_little_finger_CR.BMP,239,M,Right,little,CR
239__M_Right_little_finger_Obl.BMP,239,M,Right,little,Obl
239__M_Right_middle_finger_Obl.BMP,239,M,Right,middle,Obl
239__M_Right_middle_finger_Zcut.BMP,239,M,Right,middle,Zcut
239__M_Right_ring_finger_CR.BMP,239,M,Right,ring,CR
239__M_Right_ring_finger_Obl.BMP,239,M,Right,ring,Obl
239__M_Right_ring_finger_Zcut.BMP,239,M,Right,ring,Zcut
239__M_Right_thumb_finger_CR.BMP,239,M,Right,thumb,CR
239__M_Right_thumb_finger_Obl.BMP,239,M,Right,thumb,Obl
246__M_Left_index_finger_CR.BMP,246,M,Left,index,CR
246__M_Left_index_finger_Obl.BMP,246,M,Left,index,Obl
246__M_Left_little_finger_CR.BMP,246,M,Left,little,CR
246__M_Left_little_finger_Obl.BMP,246,M,Left,little,Obl
246__M_Left_middle_finger_CR.BMP,246,M,Left,middle,CR
246__M_Left_middle_finger_Obl.BMP,246,M,Left,middle,Obl
246__M_Left_middle_finger_Zcut.BMP,246,M,Left,middle,Zcut
246__M_Left_ring_finger_CR.BMP,246,M,Left,ring,CR
246__M_Left_ring_finger_Obl.BMP,246,M,Left,ring,Obl
246__M_Left_ring_finger_Zcut.BMP,246,M,Left,ring,Zcut
246__M_Left_thumb_finger_CR.BMP,246,M,Left,thumb,CR
246__M_Left_thumb_finger_Obl.BMP,246,M,Left,thumb,Obl
246__M_Left_thumb_finger_Zcut.BMP,246,M,Left,thumb,Zcut
246__M_Right_index_finger_Obl.BMP,246,M,Right,index,Obl
246__M_Right_little_finger_CR.BMP,246,M,Right,little,CR
246__M_Right_little_finger_Obl.BMP,246,M,Right,little,Obl
246__M_Right_middle_finger_Obl.BMP,246,M,Right,middle,Obl
246__M_Right_ring_finger_CR.BMP,246,M,Right,ring,CR
246__M_Right_ring_finger_Obl.BMP,246,M,Right,ring,Obl
246__M_Right_ring_finger_Zcut.BMP,246,M,Right,ring,Zcut
246__M_Right_thumb_finger_CR.BMP,246,M,Right,thumb,CR
246__M_Right_thumb_finger_Obl.BMP,246,M,Right,thumb,Obl
246__M_Right_thumb_finger_Zcut.BMP,246,M,Right,thumb,Zcut
249__M_Left_index_finger_Obl.BMP,249,M,Left,index,Obl
249__M_Left_little_finger_Obl.BMP,249,M,Left,little,Obl
249__M_Left_middle_finger_CR.BMP,249,M,Left,middle,CR
249__M_Left_middle_finger_Obl.BMP,249,M,Left,middle,Obl
249__M_Left_middle_finger_Zcut.BMP,249,M,Left,middle,Zcut
249__M_Left_ring_finger_Obl.BMP,249,M,Left,ring,Obl
249__M_Left_thumb_finger_CR.BMP,249,M,Left,thumb,CR
249__M_Left_thumb_finger_Obl.BMP,249,M,Left,thumb,Obl
249__M_Left_thumb_finger_Zcut.BMP,249,M,Left,thumb,Zcut
249__M_Right_index_finger_Obl.BMP,249,M,Right,index,Obl
249__M_Right_little_finger_Obl.BMP,249,M,Right,little,Obl
249__M_Right_middle_finger_Obl.BMP,249,M,Right,middle,Obl
249__M_Right_ring_finger_CR.BMP,249,M,Right,ring,CR
249__M_Right_ring_finger_Obl.BMP,249,M,Right,ring,Obl
249__M_Right_thumb_finger_Obl.BMP,249,M,Right,thumb,Obl
258__M_Left_index_finger_Obl.BMP,258,M,Left,index,Obl
258__M_Left_little_finger_CR.BMP,258,M,Left,little,CR
258__M_Left_little_finger_Obl.BMP,258,M,Left,little,Obl
258__M_Left_little_finger_Zcut.BMP,258,M,Left,little,Zcut
258__M_Left_middle_finger_CR.BMP,258,M,Left,middle,CR
258__M_Left_middle_finger_Obl.BMP,258,M,Left,middle,Obl
258__M_Left_ring_finger_CR.BMP,258,M,Left,ring,CR
258__M_Left_ring_finger_Obl.BMP,258,M,Left,ring,Obl
258__M_Left_ring_finger_Zcut.BMP,258,M,Left,ring,Zcut
258__M_Left_thumb_finger_CR.BMP,258,M,Left,thumb,CR
258__M_Left_thumb_finger_Obl.BMP,258,M,Left,thumb,Obl
258__M_Left_thumb_finger_Zcut.BMP,258,M,Left,thumb,Zcut
258__M_Right_index_finger_CR.BMP,258,M,Right,index,CR
258__M_Right_index_finger_Obl.BMP,258,M,Right,index,Obl
258__M_Right_little_finger_CR.BMP,258,M,Right,little,CR
258__M_Right_little_finger_Obl.BMP,258,M,Right,little,Obl
258__M_Right_little_finger_Zcut.BMP,258,M,Right,little,Zcut
258__M_Right_middle_finger_CR.BMP,258,M,Right,middle,CR
258__M_Right_middle_finger_Obl.BMP,258,M,Right,middle,Obl
258__M_Right_ring_finger_CR.BMP,258,M,Right,ring,CR
258__M_Right_ring_finger_Obl.BMP,258,M,Right,ring,Obl
258__M_Right_thumb_finger_CR.BMP,258,M,Right,thumb,CR
258__M_Right_thumb_finger_Obl.BMP,258,M,Right,thumb,Obl
25__F_Left_index_finger_Obl.BMP,25,F,Left,index,Obl
25__F_Left_index_finger_Zcut.BMP,25,F,Left,index,Zcut
25__F_Left_little_finger_CR.BMP,25,F,Left,little,CR
25__F_Left_little_finger_Obl.BMP,25,F,Left,little,Obl
25__F_Left_little_finger_Zcut.BMP,25,F,Left,little,Zcut
25__F_Left_middle_finger_CR.BMP,25,F,Left,middle,CR
25__F_Left_middle_finger_Obl.BMP,25,F,Left,middle,Obl
25__F_Left_middle_finger_Zcut.BMP,25,F,Left,middle,Zcut
25__F_Left_ring_finger_CR.BMP,25,F,Left,ring,CR
25__F_Left_ring_finger_Obl.BMP,25,F,Left,ring,Obl
25__F_Left_thumb_finger_CR.BMP,25,F,Left,thumb,CR
25__F_Left_thumb_finger_Obl.BMP,25,F,Left,thumb,Obl
25__F_Left_thumb_finger_Zcut.BMP,25,F,Left,thumb,Zcut
25__F_Right_index_finger_CR.BMP,25,F,Right,index,CR
25__F_Right_index_finger_Obl.BMP,25,F,Right,index,Obl
25__F_Right_index_finger_Zcut.BMP,25,F,Right,index,Zcut
25__F_Right_little_finger_CR.BMP,25,F,Right,little,CR
25__F_Right_little_finger_Obl.BMP,25,F,Right,little,Obl
25__F_Right_middle_finger_Obl.BMP,25,F,Right,middle,Obl
25__F_Right_ring_finger_Obl.BMP,25,F,Right,ring,Obl
25__F_Right_thumb_finger_CR.BMP,25,F,Right,thumb,CR
25__F_Right_thumb_finger_Obl.BMP,25,F,Right,thumb,Obl
260__M_Left_index_finger_CR.BMP,260,M,Left,index,CR
260__M_Left_index_finger_Obl.BMP,260,M,Left,index,Obl
260__M_Left_little_finger_CR.BMP,260,M,Left,little,CR
260__M_Left_little_finger_Obl.BMP,260,M,Left,little,Obl
260__M_Left_middle_finger_CR.BMP,260,M,Left,middle,CR
260__M_Left_middle_finger_Obl.BMP,260,M,Left,middle,Obl
260__M_Left_ring_finger_CR.BMP,260,M,Left,ring,CR
260__M_Left_ring_finger_Obl.BMP,260,M,Left,ring,Obl
260__M_Left_thumb_finger_CR.BMP,260,M,Left,thumb,CR
260__M_Left_thumb_finger_Obl.BMP,260,M,Left,thumb,Obl
260__M_Left_thumb_finger_Zcut.BMP,260,M,Left,thumb,Zcut
260__M_Right_index_finger_CR.BMP,260,M,Right,index,CR
260__M_Right_index_finger_Obl.BMP,260,M,Right,index,Obl
260__M_Right_little_finger_CR.BMP,260,M,Right,little,CR
260__M_Right_little_finger_Obl.BMP,260,M,Right,little,Obl
260__M_Right_little_finger_Zcut.BMP,260,M,Right,little,Zcut
260__M_Right_middle_finger_CR.BMP,260,M,Right,middle,CR
260__M_Right_middle_finger_Obl.BMP,260,M,Right,middle,Obl
260__M_Right_ring_finger_CR.BMP,260,M,Right,ring,CR
260__M_Right_ring_finger_Obl.BMP,260,M,Right,ring,Obl
260__M_Right_thumb_finger_CR.BMP,260,M,Right,thumb,CR
260__M_Right_thumb_finger_Obl.BMP,260,M,Right,thumb,Obl
269__M_Left_index_finger_Obl.BMP,269,M,Left,index,Obl
269__M_Left_little_finger_CR.BMP,269,M,Left,little,CR
269__M_Left_little_finger_Obl.BMP,269,M,Left,little,Obl
269__M_Left_little_finger_Zcut.BMP,269,M,Left,little,Zcut
269__M_Left_middle_finger_Obl.BMP,269,M,Left,middle,Obl
269__M_Left_ring_finger_Obl.BMP,269,M,Left,ring,Obl
269__M_Left_thumb_finger_Obl.BMP,269,M,Left,thumb,Obl
269__M_Right_index_finger_Obl.BMP,269,M,Right,index,Obl
269__M_Right_little_finger_CR.BMP,269,M,Right,little,CR
269__M_Right_little_finger_Obl.BMP,269,M,Right,little,Obl
269__M_Right_little_finger_Zcut.BMP,269,M,Right,little,Zcut
269__M_Right_middle_finger_Obl.BMP,269,M,Right,middle,Obl
269__M_Right_ring_finger_CR.BMP,269,M,Right,ring,CR
269__M_Right_ring_finger_Obl.BMP,269,M,Right,ring,Obl
