Image Name,Number,Gender,Hand,Finger,Alteration
178__M_Right_middle_finger_Zcut.BMP,178,M,Right,middle,Zcut
178__M_Right_ring_finger_CR.BMP,178,M,Right,ring,CR
178__M_Right_ring_finger_Obl.BMP,178,M,Right,ring,Obl
178__M_Right_ring_finger_Zcut.BMP,178,M,Right,ring,Zcut
178__M_Right_thumb_finger_Obl.BMP,178,M,Right,thumb,Obl
17__M_Left_index_finger_CR.BMP,17,M,Left,index,CR
17__M_Left_index_finger_Obl.BMP,17,M,Left,index,Obl
17__M_Left_little_finger_Obl.BMP,17,M,Left,little,Obl
17__M_Left_little_finger_Zcut.BMP,17,M,Left,little,Zcut
17__M_Left_middle_finger_CR.BMP,17,M,Left,middle,CR
17__M_Left_middle_finger_Obl.BMP,17,M,Left,middle,Obl
17__M_Left_middle_finger_Zcut.BMP,17,M,Left,middle,Zcut
17__M_Left_ring_finger_Obl.BMP,17,M,Left,ring,Obl
17__M_Left_thumb_finger_CR.BMP,17,M,Left,thumb,CR
17__M_Left_thumb_finger_Obl.BMP,17,M,Left,thumb,Obl
17__M_Left_thumb_finger_Zcut.BMP,17,M,Left,thumb,Zcut
17__M_Right_index_finger_CR.BMP,17,M,Right,index,CR
17__M_Right_index_finger_Obl.BMP,17,M,Right,index,Obl
17__M_Right_little_finger_CR.BMP,17,M,Right,little,CR
17__M_Right_little_finger_Obl.BMP,17,M,Right,little,Obl
17__M_Right_little_finger_Zcut.BMP,17,M,Right,little,Zcut
17__M_Right_middle_finger_Obl.BMP,17,M,Right,middle,Obl
17__M_Right_ring_finger_CR.BMP,17,M,Right,ring,CR
17__M_Right_ring_finger_Obl.BMP,17,M,Right,ring,Obl
17__M_Right_ring_finger_Zcut.BMP,17,M,Right,ring,Zcut
17__M_Right_thumb_finger_CR.BMP,17,M,Right,thumb,CR
17__M_Right_thumb_finger_Obl.BMP,17,M,Right,thumb,Obl
17__M_Right_thumb_finger_Zcut.BMP,17,M,Right,thumb,Zcut
181__M_Left_index_finger_CR.BMP,181,M,Left,index,CR
181__M_Left_index_finger_Obl.BMP,181,M,Left,index,Obl
181__M_Left_little_finger_CR.BMP,181,M,Left,little,CR
181__M_Left_little_finger_Obl.BMP,181,M,Left,little,Obl
181__M_Left_middle_finger_CR.BMP,181,M,Left,middle,CR
181__M_Left_middle_finger_Obl.BMP,181,M,Left,middle,Obl
181__M_Left_ring_finger_CR.BMP,181,M,Left,ring,CR
181__M_Left_ring_finger_Obl.BMP,181,M,Left,ring,Obl
181__M_Left_thumb_finger_CR.BMP,181,M,Left,thumb,CR
181__M_Left_thumb_finger_Obl.BMP,181,M,Left,thumb,Obl
181__M_Left_thumb_finger_Zcut.BMP,181,M,Left,thumb,Zcut
181__M_Right_index_finger_CR.BMP,181,M,Right,index,CR
181__M_Right_index_finger_Obl.BMP,181,M,Right,index,Obl
181__M_Right_index_finger_Zcut.BMP,181,M,Right,index,Zcut
181__M_Right_little_finger_CR.BMP,181,M,Right,little,CR
181__M_Right_little_finger_Obl.BMP,181,M,Right,little,Obl
181__M_Right_middle_finger_CR.BMP,181,M,Right,middle,CR
181__M_Right_middle_finger_Obl.BMP,181,M,Right,middle,Obl
181__M_Right_ring_finger_CR.BMP,181,M,Right,ring,CR
181__M_Right_ring_finger_Obl.BMP,181,M,Right,ring,Obl
181__M_Right_ring_finger_Zcut.BMP,181,M,Right,ring,Zcut
181__M_Right_thumb_finger_CR.BMP,181,M,Right,thumb,CR
181__M_Right_thumb_finger_Obl.BMP,181,M,Right,thumb,Obl
182__M_Left_index_finger_CR.BMP,182,M,Left,index,CR
182__M_Left_index_finger_Obl.BMP,182,M,Left,index,Obl
182__M_Left_little_finger_CR.BMP,182,M,Left,little,CR
182__M_Left_little_finger_Obl.BMP,182,M,Left,little,Obl
182__M_Left_little_finger_Zcut.BMP,182,M,Left,little,Zcut
182__M_Left_middle_finger_CR.BMP,182,M,Left,middle,CR
182__M_Left_middle_finger_Obl.BMP,182,M,Left,middle,Obl
182__M_Left_middle_finger_Zcut.BMP,182,M,Left,middle,Zcut
182__M_Left_ring_finger_CR.BMP,182,M,Left,ring,CR
182__M_Left_ring_finger_Obl.BMP,182,M,Left,ring,Obl
182__M_Left_ring_finger_Zcut.BMP,182,M,Left,ring,Zcut
182__M_Left_thumb_finger_CR.BMP,182,M,Left,thumb,CR
182__M_Left_thumb_finger_Obl.BMP,182,M,Left,thumb,Obl
182__M_Left_thumb_finger_Zcut.BMP,182,M,Left,thumb,Zcut
182__M_Right_index_finger_CR.BMP,182,M,Right,index,CR
182__M_Right_index_finger_Obl.BMP,182,M,Right,index,Obl
182__M_Right_index_finger_Zcut.BMP,182,M,Right,index,Zcut
182__M_Right_little_finger_CR.BMP,182,M,Right,little,CR
182__M_Right_little_finger_Obl.BMP,182,M,Right,little,Obl
182__M_Right_middle_finger_CR.BMP,182,M,Right,middle,CR
182__M_Right_middle_finger_Obl.BMP,182,M,Right,middle,Obl
182__M_Right_middle_finger_Zcut.BMP,182,M,Right,middle,Zcut
182__M_Right_ring_finger_CR.BMP,182,M,Right,ring,CR
182__M_Right_ring_finger_Obl.BMP,182,M,Right,ring,Obl
182__M_Right_ring_finger_Zcut.BMP,182,M,Right,ring,Zcut
182__M_Right_thumb_finger_CR.BMP,182,M,Right,thumb,CR
182__M_Right_thumb_finger_Obl.BMP,182,M,Right,thumb,Obl
182__M_Right_thumb_finger_Zcut.BMP,182,M,Right,thumb,Zcut
183__M_Left_index_finger_CR.BMP,183,M,Left,index,CR
183__M_Left_index_finger_Obl.BMP,183,M,Left,index,Obl
183__M_Left_index_finger_Zcut.BMP,183,M,Left,index,Zcut
183__M_Left_little_finger_CR.BMP,183,M,Left,little,CR
183__M_Left_little_finger_Obl.BMP,183,M,Left,little,Obl
183__M_Left_little_finger_Zcut.BMP,183,M,Left,little,Zcut
183__M_Left_middle_finger_CR.BMP,183,M,Left,middle,CR
183__M_Left_middle_finger_Obl.BMP,183,M,Left,middle,Obl
183__M_Left_middle_finger_Zcut.BMP,183,M,Left,middle,Zcut
183__M_Left_ring_finger_CR.BMP,183,M,Left,ring,CR
183__M_Left_ring_finger_Obl.BMP,183,M,Left,ring,Obl
183__M_Left_ring_finger_Zcut.BMP,183,M,Left,ring,Zcut
183__M_Left_thumb_finger_CR.BMP,183,M,Left,thumb,CR
183__M_Left_thumb_finger_Obl.BMP,183,M,Left,thumb,Obl
183__M_Left_thumb_finger_Zcut.BMP,183,M,Left,thumb,Zcut
183__M_Right_index_finger_CR.BMP,183,M,Right,index,CR
183__M_Right_index_finger_Obl.BMP,183,M,Right,index,Obl
183__M_Right_little_finger_CR.BMP,183,M,Right,little,CR
183__M_Right_little_finger_Obl.BMP,183,M,Right,little,Obl
183__M_Right_middle_finger_CR.BMP,183,M,Right,middle,CR
183__M_Right_middle_finger_Obl.BMP,183,M,Right,middle,Obl
183__M_Right_middle_finger_Zcut.BMP,183,M,Right,middle,Zcut
183__M_Right_ring_finger_CR.BMP,183,M,Right,ring,CR
183__M_Right_ring_finger_Obl.BMP,183,M,Right,ring,Obl
183__M_Right_ring_finger_Zcut.BMP,183,M,Right,ring,Zcut
183__M_Right_thumb_finger_CR.BMP,183,M,Right,thumb,CR
183__M_Right_thumb_finger_Obl.BMP,183,M,Right,thumb,Obl
183__M_Right_thumb_finger_Zcut.BMP,183,M,Right,thumb,Zcut
185__M_Left_index_finger_CR.BMP,185,M,Left,index,CR
185__M_Left_index_finger_Obl.BMP,185,M,Left,index,Obl
185__M_Left_little_finger_Obl.BMP,185,M,Left,little,Obl
185__M_Left_middle_finger_CR.BMP,185,M,Left,middle,CR
185__M_Left_middle_finger_Obl.BMP,185,M,Left,middle,Obl
185__M_Left_middle_finger_Zcut.BMP,185,M,Left,middle,Zcut
185__M_Left_ring_finger_CR.BMP,185,M,Left,ring,CR
185__M_Left_ring_finger_Obl.BMP,185,M,Left,ring,Obl
185__M_Left_ring_finger_Zcut.BMP,185,M,Left,ring,Zcut
185__M_Left_thumb_finger_CR.BMP,185,M,Left,thumb,CR
185__M_Left_thumb_finger_Obl.BMP,185,M,Left,thumb,Obl
185__M_Left_thumb_finger_Zcut.BMP,185,M,Left,thumb,Zcut
185__M_Right_index_finger_CR.BMP,185,M,Right,index,CR
185__M_Right_index_finger_Obl.BMP,185,M,Right,index,Obl
185__M_Right_index_finger_Zcut.BMP,185,M,Right,index,Zcut
185__M_Right_little_finger_CR.BMP,185,M,Right,little,CR
185__M_Right_little_finger_Obl.BMP,185,M,Right,little,Obl
185__M_Right_little_finger_Zcut.BMP,185,M,Right,little,Zcut
185__M_Right_middle_finger_Obl.BMP,185,M,Right,middle,Obl
185__M_Right_ring_finger_Obl.BMP,185,M,Right,ring,Obl
185__M_Right_ring_finger_Zcut.BMP,185,M,Right,ring,Zcut
185__M_Right_thumb_finger_Obl.BMP,185,M,Right,thumb,Obl
186__M_Left_index_finger_CR.BMP,186,M,Left,index,CR
186__M_Left_index_finger_Obl.BMP,186,M,Left,index,Obl
186__M_Left_index_finger_Zcut.BMP,186,M,Left,index,Zcut
186__M_Left_little_finger_Obl.BMP,186,M,Left,little,Obl
186__M_Left_little_finger_Zcut.BMP,186,M,Left,little,Zcut
186__M_Left_middle_finger_CR.BMP,186,M,Left,middle,CR
186__M_Left_middle_finger_Obl.BMP,186,M,Left,middle,Obl
186__M_Left_ring_finger_CR.BMP,186,M,Left,ring,CR
186__M_Left_ring_finger_Obl.BMP,186,M,Left,ring,Obl
186__M_Left_ring_finger_Zcut.BMP,186,M,Left,ring,Zcut
186__M_Left_thumb_finger_CR.BMP,186,M,Left,thumb,CR
186__M_Left_thumb_finger_Obl.BMP,186,M,Left,thumb,Obl
186__M_Left_thumb_finger_Zcut.BMP,186,M,Left,thumb,Zcut
186__M_Right_index_finger_CR.BMP,186,M,Right,index,CR
186__M_Right_index_finger_Obl.BMP,186,M,Right,index,Obl
186__M_Right_index_finger_Zcut.BMP,186,M,Right,index,Zcut
186__M_Right_little_finger_CR.BMP,186,M,Right,little,CR
186__M_Right_little_finger_Obl.BMP,186,M,Right,little,Obl
186__M_Right_little_finger_Zcut.BMP,186,M,Right,little,Zcut
186__M_Right_middle_finger_Obl.BMP,186,M,Right,middle,Obl
186__M_Right_ring_finger_CR.BMP,186,M,Right,ring,CR
186__M_Right_ring_finger_Obl.BMP,186,M,Right,ring,Obl
186__M_Right_ring_finger_Zcut.BMP,186,M,Right,ring,Zcut
186__M_Right_thumb_finger_CR.BMP,186,M,Right,thumb,CR
186__M_Right_thumb_finger_Obl.BMP,186,M,Right,thumb,Obl
186__M_Right_thumb_finger_Zcut.BMP,186,M,Right,thumb,Zcut
189__F_Left_index_finger_Obl.BMP,189,F,Left,index,Obl
189__F_Left_little_finger_CR.BMP,189,F,Left,little,CR
189__F_Left_little_finger_Obl.BMP,189,F,Left,little,Obl
189__F_Left_little_finger_Zcut.BMP,189,F,Left,little,Zcut
189__F_Left_middle_finger_CR.BMP,189,F,Left,middle,CR
189__F_Left_middle_finger_Obl.BMP,189,F,Left,middle,Obl
189__F_Left_ring_finger_CR.BMP,189,F,Left,ring,CR
189__F_Left_ring_finger_Obl.BMP,189,F,Left,ring,Obl
189__F_Left_ring_finger_Zcut.BMP,189,F,Left,ring,Zcut
189__F_Left_thumb_finger_CR.BMP,189,F,Left,thumb,CR
189__F_Left_thumb_finger_Obl.BMP,189,F,Left,thumb,Obl
189__F_Left_thumb_finger_Zcut.BMP,189,F,Left,thumb,Zcut
189__F_Right_index_finger_Obl.BMP,189,F,Right,index,Obl
189__F_Right_little_finger_CR.BMP,189,F,Right,little,CR
189__F_Right_little_finger_Obl.BMP,189,F,Right,little,Obl
189__F_Right_little_finger_Zcut.BMP,189,F,Right,little,Zcut
189__F_Right_middle_finger_CR.BMP,189,F,Right,middle,CR
189__F_Right_middle_finger_Obl.BMP,189,F,Right,middle,Obl
189__F_Right_middle_finger_Zcut.BMP,189,F,Right,middle,Zcut
189__F_Right_ring_finger_CR.BMP,189,F,Right,ring,CR
189__F_Right_ring_finger_Obl.BMP,189,F,Right,ring,Obl
189__F_Right_thumb_finger_CR.BMP,189,F,Right,thumb,CR
189__F_Right_thumb_finger_Obl.BMP,189,F,Right,thumb,Obl
189__F_Right_thumb_finger_Zcut.BMP,189,F,Right,thumb,Zcut
18__M_Left_index_finger_CR.BMP,18,M,Left,index,CR
18__M_Left_index_finger_Obl.BMP,18,M,Left,index,Obl
18__M_Left_little_finger_CR.BMP,18,M,Left,little,CR
18__M_Left_little_finger_Obl.BMP,18,M,Left,little,Obl
18__M_Left_little_finger_Zcut.BMP,18,M,Left,little,Zcut
18__M_Left_middle_finger_CR.BMP,18,M,Left,middle,CR
18__M_Left_middle_finger_Obl.BMP,18,M,Left,middle,Obl
18__M_Left_ring_finger_CR.BMP,18,M,Left,ring,CR
18__M_Left_ring_finger_Obl.BMP,18,M,Left,ring,Obl
18__M_Left_ring_finger_Zcut.BMP,18,M,Left,ring,Zcut
18__M_Left_thumb_finger_CR.BMP,18,M,Left,thumb,CR
18__M_Left_thumb_finger_Obl.BMP,18,M,Left,thumb,Obl
18__M_Left_thumb_finger_Zcut.BMP,18,M,Left,thumb,Zcut
18__M_Right_index_finger_Obl.BMP,18,M,Right,index,Obl
18__M_Right_little_finger_CR.BMP,18,M,Right,little,CR
18__M_Right_little_finger_Obl.BMP,18,M,Right,little,Obl
18__M_Right_middle_finger_Obl.BMP,18,M,Right,middle,Obl
18__M_Right_ring_finger_CR.BMP,18,M,Right,ring,CR
18__M_Right_ring_finger_Obl.BMP,18,M,Right,ring,Obl
18__M_Right_ring_finger_Zcut.BMP,18,M,Right,ring,Zcut
18__M_Right_thumb_finger_CR.BMP,18,M,Right,thumb,CR
18__M_Right_thumb_finger_Obl.BMP,18,M,Right,thumb,Obl
18__M_Right_thumb_finger_Zcut.BMP,18,M,Right,thumb,Zcut
191__F_Left_index_finger_CR.BMP,191,F,Left,index,CR
191__F_Left_index_finger_Obl.BMP,191,F,Left,index,Obl
191__F_Left_index_finger_Zcut.BMP,191,F,Left,index,Zcut
191__F_Left_little_finger_CR.BMP,191,F,Left,little,CR
191__F_Left_little_finger_Obl.BMP,191,F,Left,little,Obl
191__F_Left_middle_finger_CR.BMP,191,F,Left,middle,CR
191__F_Left_middle_finger_Obl.BMP,191,F,Left,middle,Obl
191__F_Left_middle_finger_Zcut.BMP,191,F,Left,middle,Zcut
191__F_Left_ring_finger_CR.BMP,191,F,Left,ring,CR
191__F_Left_ring_finger_Obl.BMP,191,F,Left,ring,Obl
191__F_Left_ring_finger_Zcut.BMP,191,F,Left,ring,Zcut
191__F_Left_thumb_finger_CR.BMP,191,F,Left,thumb,CR
191__F_Left_thumb_finger_Obl.BMP,191,F,Left,thumb,Obl
191__F_Right_index_finger_CR.BMP,191,F,Right,index,CR
191__F_Right_index_finger_Obl.BMP,191,F,Right,index,Obl
191__F_Right_little_finger_CR.BMP,191,F,Right,little,CR
191__F_Right_little_finger_Obl.BMP,191,F,Right,little,Obl
191__F_Right_middle_finger_CR.BMP,191,F,Right,middle,CR
191__F_Right_middle_finger_Obl.BMP,191,F,Right,middle,Obl
191__F_Right_ring_finger_CR.BMP,191,F,Right,ring,CR
191__F_Right_ring_finger_Obl.BMP,191,F,Right,ring,Obl
191__F_Right_thumb_finger_CR.BMP,191,F,Right,thumb,CR
191__F_Right_thumb_finger_Obl.BMP,191,F,Right,thumb,Obl
191__F_Right_thumb_finger_Zcut.BMP,191,F,Right,thumb,Zcut
193__M_Left_index_finger_CR.BMP,193,M,Left,index,CR
193__M_Left_index_finger_Obl.BMP,193,M,Left,index,Obl
193__M_Left_index_finger_Zcut.BMP,193,M,Left,index,Zcut
193__M_Left_little_finger_CR.BMP,193,M,Left,little,CR
193__M_Left_little_finger_Obl.BMP,193,M,Left,little,Obl
193__M_Left_middle_finger_CR.BMP,193,M,Left,middle,CR
193__M_Left_middle_finger_Obl.BMP,193,M,Left,middle,Obl
193__M_Left_ring_finger_CR.BMP,193,M,Left,ring,CR
193__M_Left_ring_finger_Obl.BMP,193,M,Left,ring,Obl
193__M_Left_ring_finger_Zcut.BMP,193,M,Left,ring,Zcut
193__M_Left_thumb_finger_CR.BMP,193,M,Left,thumb,CR
193__M_Left_thumb_finger_Obl.BMP,193,M,Left,thumb,Obl
193__M_Left_thumb_finger_Zcut.BMP,193,M,Left,thumb,Zcut
193__M_Right_index_finger_Obl.BMP,193,M,Right,index,Obl
193__M_Right_little_finger_Obl.BMP,193,M,Right,little,Obl
193__M_Right_middle_finger_Obl.BMP,193,M,Right,middle,Obl
193__M_Right_ring_finger_Obl.BMP,193,M,Right,ring,Obl
193__M_Right_thumb_finger_CR.BMP,193,M,Right,thumb,CR
193__M_Right_thumb_finger_Obl.BMP,193,M,Right,thumb,Obl
193__M_Right_thumb_finger_Zcut.BMP,193,M,Right,thumb,Zcut
196__M_Left_index_finger_CR.BMP,196,M,Left,index,CR
196__M_Left_index_finger_Obl.BMP,196,M,Left,index,Obl
196__M_Left_index_finger_Zcut.BMP,196,M,Left,index,Zcut
196__M_Left_little_finger_CR.BMP,196,M,Left,little,CR
196__M_Left_little_finger_Obl.BMP,196,M,Left,little,Obl
196__M_Left_little_finger_Zcut.BMP,196,M,Left,little,Zcut
196__M_Left_middle_finger_Obl.BMP,196,M,Left,middle,Obl
196__M_Left_ring_finger_CR.BMP,196,M,Left,ring,CR
196__M_Left_ring_finger_Obl.BMP,196,M,Left,ring,Obl
196__M_Left_thumb_finger_CR.BMP,196,M,Left,thumb,CR
196__M_Left_thumb_finger_Obl.BMP,196,M,Left,thumb,Obl
196__M_Left_thumb_finger_Zcut.BMP,196,M,Left,thumb,Zcut
196__M_Right_index_finger_CR.BMP,196,M,Right,index,CR
196__M_Right_index_finger_Obl.BMP,196,M,Right,index,Obl
196__M_Right_index_finger_Zcut.BMP,196,M,Right,index,Zcut
196__M_Right_little_finger_CR.BMP,196,M,Right,little,CR
196__M_Right_little_finger_Obl.BMP,196,M,Right,little,Obl
196__M_Right_little_finger_Zcut.BMP,196,M,Right,little,Zcut
196__M_Right_middle_finger_Obl.BMP,196,M,Right,middle,Obl
196__M_Right_ring_finger_Obl.BMP,196,M,Right,ring,Obl
196__M_Right_thumb_finger_CR.BMP,196,M,Right,thumb,CR
196__M_Right_thumb_finger_Obl.BMP,196,M,Right,thumb,Obl
196__M_Right_thumb_finger_Zcut.BMP,196,M,Right,thumb,Zcut
197__M_Left_index_finger_CR.BMP,197,M,Left,index,CR
197__M_Left_index_finger_Obl.BMP,197,M,Left,index,Obl
197__M_Left_index_finger_Zcut.BMP,197,M,Left,index,Zcut
197__M_Left_little_finger_CR.BMP,197,M,Left,little,CR
197__M_Left_little_finger_Obl.BMP,197,M,Left,little,Obl
197__M_Left_little_finger_Zcut.BMP,197,M,Left,little,Zcut
197__M_Left_middle_finger_CR.BMP,197,M,Left,middle,CR
197__M_Left_ring_finger_CR.BMP,197,M,Left,ring,CR
197__M_Left_ring_finger_Zcut.BMP,197,M,Left,ring,Zcut
197__M_Left_thumb_finger_CR.BMP,197,M,Left,thumb,CR
197__M_Right_index_finger_CR.BMP,197,M,Right,index,CR
197__M_Right_index_finger_Obl.BMP,197,M,Right,index,Obl
197__M_Right_index_finger_Zcut.BMP,197,M,Right,index,Zcut
197__M_Right_little_finger_CR.BMP,197,M,Right,little,CR
197__M_Right_little_finger_Obl.BMP,197,M,Right,little,Obl
197__M_Right_middle_finger_CR.BMP,197,M,Right,middle,CR
197__M_Right_middle_finger_Obl.BMP,197,M,Right,middle,Obl
197__M_Right_middle_finger_Zcut.BMP,197,M,Right,middle,Zcut
197__M_Right_ring_finger_CR.BMP,197,M,Right,ring,CR
197__M_Right_ring_finger_Obl.BMP,197,M,Right,ring,Obl
197__M_Right_thumb_finger_CR.BMP,197,M,Right,thumb,CR
197__M_Right_thumb_finger_Obl.BMP,197,M,Right,thumb,Obl
197__M_Right_thumb_finger_Zcut.BMP,197,M,Right,thumb,Zcut
19__M_Left_index_finger_CR.BMP,19,M,Left,index,CR
19__M_Left_index_finger_Obl.BMP,19,M,Left,index,Obl
19__M_Left_index_finger_Zcut.BMP,19,M,Left,index,Zcut
19__M_Left_little_finger_CR.BMP,19,M,Left,little,CR
19__M_Left_little_finger_Obl.BMP,19,M,Left,little,Obl
19__M_Left_middle_finger_CR.BMP,19,M,Left,middle,CR
19__M_Left_middle_finger_Obl.BMP,19,M,Left,middle,Obl
19__M_Left_middle_finger_Zcut.BMP,19,M,Left,middle,Zcut
19__M_Left_ring_finger_CR.BMP,19,M,Left,ring,CR
19__M_Left_ring_finger_Obl.BMP,19,M,Left,ring,Obl
19__M_Left_ring_finger_Zcut.BMP,19,M,Left,ring,Zcut
19__M_Left_thumb_finger_CR.BMP,19,M,Left,thumb,CR
19__M_Left_thumb_finger_Obl.BMP,19,M,Left,thumb,Obl
19__M_Left_thumb_finger_Zcut.BMP,19,M,Left,thumb,Zcut
19__M_Right_index_finger_CR.BMP,19,M,Right,index,CR
19__M_Right_index_finger_Obl.BMP,19,M,Right,index,Obl
19__M_Right_little_finger_CR.BMP,19,M,Right,little,CR
19__M_Right_little_finger_Obl.BMP,19,M,Right,little,Obl
19__M_Right_little_finger_Zcut.BMP,19,M,Right,little,Zcut
19__M_Right_middle_finger_CR.BMP,19,M,Right,middle,CR
19__M_Right_middle_finger_Obl.BMP,19,M,Right,middle,Obl
19__M_Right_ring_finger_CR.BMP,19,M,Right,ring,CR
19__M_Right_ring_finger_Obl.BMP,19,M,Right,ring,Obl
19__M_Right_thumb_finger_CR.BMP,19,M,Right,thumb,CR
19__M_Right_thumb_finger_Obl.BMP,19,M,Right,thumb,Obl
19__M_Right_thumb_finger_Zcut.BMP,19,M,Right,thumb,Zcut
1__M_Left_index_finger_CR.BMP,1,M,Left,index,CR
1__M_Left_index_finger_Obl.BMP,1,M,Left,index,Obl
1__M_Left_index_finger_Zcut.BMP,1,M,Left,index,Zcut
1__M_Left_little_finger_CR.BMP,1,M,Left,little,CR
1__M_Left_little_finger_Obl.BMP,1,M,Left,little,Obl
1__M_Left_middle_finger_CR.BMP,1,M,Left,middle,CR
1__M_Left_middle_finger_Obl.BMP,1,M,Left,middle,Obl
1__M_Left_middle_finger_Zcut.BMP,1,M,Left,middle,Zcut
1__M_Left_ring_finger_CR.BMP,1,M,Left,ring,CR
1__M_Left_ring_finger_Obl.BMP,1,M,Left,ring,Obl
1__M_Left_ring_finger_Zcut.BMP,1,M,Left,ring,Zcut
1__M_Left_thumb_finger_CR.BMP,1,M,Left,thumb,CR
1__M_Left_thumb_finger_Obl.BMP,1,M,Left,thumb,Obl
1__M_Left_thumb_finger_Zcut.BMP,1,M,Left,thumb,Zcut
1__M_Right_index_finger_CR.BMP,1,M,Right,index,CR
1__M_Right_index_finger_Obl.BMP,1,M,Right,index,Obl
1__M_Right_index_finger_Zcut.BMP,1,M,Right,index,Zcut
1__M_Right_little_finger_CR.BMP,1,M,Right,little,CR
1__M_Right_little_finger_Obl.BMP,1,M,Right,little,Obl
1__M_Right_little_finger_Zcut.BMP,1,M,Right,little,Zcut
1__M_Right_middle_finger_Obl.BMP,1,M,Right,middle,Obl
1__M_Right_ring_finger_CR.BMP,1,M,Right,ring,CR
1__M_Right_ring_finger_Obl.BMP,1,M,Right,ring,Obl
1__M_Right_ring_finger_Zcut.BMP,1,M,Right,ring,Zcut
1__M_Right_thumb_finger_CR.BMP,1,M,Right,thumb,CR
1__M_Right_thumb_finger_Obl.BMP,1,M,Right,thumb,Obl
1__M_Right_thumb_finger_Zcut.BMP,1,M,Right,thumb,Zcut
200__M_Left_index_finger_CR.BMP,200,M,Left,index,CR
200__M_Left_index_finger_Obl.BMP,200,M,Left,index,Obl
200__M_Left_little_finger_CR.BMP,200,M,Left,little,CR
200__M_Left_little_finger_Obl.BMP,200,M,Left,little,Obl
200__M_Left_middle_finger_CR.BMP,200,M,Left,middle,CR
200__M_Left_middle_finger_Obl.BMP,200,M,Left,middle,Obl
200__M_Left_ring_finger_CR.BMP,200,M,Left,ring,CR
200__M_Left_ring_finger_Obl.BMP,200,M,Left,ring,Obl
200__M_Left_ring_finger_Zcut.BMP,200,M,Left,ring,Zcut
200__M_Left_thumb_finger_CR.BMP,200,M,Left,thumb,CR
200__M_Left_thumb_finger_Obl.BMP,200,M,Left,thumb,Obl
200__M_Left_thumb_finger_Zcut.BMP,200,M,Left,thumb,Zcut
200__M_Right_index_finger_Obl.BMP,200,M,Right,index,Obl
200__M_Right_little_finger_CR.BMP,200,M,Right,little,CR
200__M_Right_middle_finger_CR.BMP,200,M,Right,middle,CR
200__M_Right_middle_finger_Obl.BMP,200,M,Right,middle,Obl
200__M_Right_middle_finger_Zcut.BMP,200,M,Right,middle,Zcut
200__M_Right_ring_finger_Obl.BMP,200,M,Right,ring,Obl
200__M_Right_thumb_finger_CR.BMP,200,M,Right,thumb,CR
200__M_Right_thumb_finger_Zcut.BMP,200,M,Right,thumb,Zcut
204__F_Left_index_finger_CR.BMP,204,F,Left,index,CR
204__F_Left_index_finger_Obl.BMP,204,F,Left,index,Obl
204__F_Left_index_finger_Zcut.BMP,204,F,Left,index,Zcut
204__F_Left_little_finger_Obl.BMP,204,F,Left,little,Obl
204__F_Left_middle_finger_Obl.BMP,204,F,Left,middle,Obl
204__F_Left_ring_finger_Obl.BMP,204,F,Left,ring,Obl
204__F_Right_index_finger_CR.BMP,204,F,Right,index,CR
204__F_Right_index_finger_Zcut.BMP,204,F,Right,index,Zcut
204__F_Right_little_finger_CR.BMP,204,F,Right,little,CR
204__F_Right_little_finger_Zcut.BMP,204,F,Right,little,Zcut
204__F_Right_middle_finger_CR.BMP,204,F,Right,middle,CR
204__F_Right_middle_finger_Zcut.BMP,204,F,Right,middle,Zcut
204__F_Right_ring_finger_CR.BMP,204,F,Right,ring,CR
204__F_Right_ring_finger_Zcut.BMP,204,F,Right,ring,Zcut
204__F_Right_thumb_finger_CR.BMP,204,F,Right,thumb,CR
204__F_Right_thumb_finger_Obl.BMP,204,F,Right,thumb,Obl
205__F_Left_index_finger_Obl.BMP,205,F,Left,index,Obl
205__F_Left_little_finger_Obl.BMP,205,F,Left,little,Obl
205__F_Left_little_finger_Zcut.BMP,205,F,Left,little,Zcut
205__F_Left_middle_finger_CR.BMP,205,F,Left,middle,CR
205__F_Left_middle_finger_Obl.BMP,205,F,Left,middle,Obl
205__F_Left_ring_finger_CR.BMP,205,F,Left,ring,CR
205__F_Left_ring_finger_Obl.BMP,205,F,Left,ring,Obl
205__F_Left_ring_finger_Zcut.BMP,205,F,Left,ring,Zcut
205__F_Left_thumb_finger_CR.BMP,205,F,Left,thumb,CR
205__F_Left_thumb_finger_Obl.BMP,205,F,Left,thumb,Obl
205__F_Left_thumb_finger_Zcut.BMP,205,F,Left,thumb,Zcut
205__F_Right_index_finger_Obl.BMP,205,F,Right,index,Obl
205__F_Right_index_finger_Zcut.BMP,205,F,Right,index,Zcut
205__F_Right_little_finger_Obl.BMP,205,F,Right,little,Obl
205__F_Right_little_finger_Zcut.BMP,205,F,Right,little,Zcut
205__F_Right_middle_finger_Obl.BMP,205,F,Right,middle,Obl
205__F_Right_ring_finger_Obl.BMP,205,F,Right,ring,Obl
205__F_Right_ring_finger_Zcut.BMP,205,F,Right,ring,Zcut
205__F_Right_thumb_finger_Obl.BMP,205,F,Right,thumb,Obl
209__F_Left_index_finger_CR.BMP,209,F,Left,index,CR
209__F_Left_index_finger_Obl.BMP,209,F,Left,index,Obl
209__F_Left_little_finger_Obl.BMP,209,F,Left,little,Obl
209__F_Left_middle_finger_Obl.BMP,209,F,Left,middle,Obl
209__F_Left_middle_finger_Zcut.BMP,209,F,Left,middle,Zcut
